author_name,author_last_name,author_first_names,author_orcid,author_isni,author_scopus_id,author_links,author_default_publishing_name,author_known_as_name,affl_start_date,affl_end_date,author_uuid,author_pureid,last_modified,affl_periods,org_names,org_uuids,org_pureids,faculty_name,faculty_uuid
"Dogan, Tamer ",Dogan,Tamer,,0000000500606472,57200856093,,,,2014-09-01 12:00:00.0,2019-02-28 12:00:00.0,11d6aa2e-f424-45ad-a4a0-0f957d650e37,3067141,2023-11-07 23:55:36.967,1/09/14 → 28/02/19,Nano Electronics,a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba,2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dokovski, N.T.",Dokovski,N.T.,,0000000390943979,,,,,2001-01-01 12:00:00.0 | 2004-09-01 12:00:00.0 | 2005-01-01 12:00:00.0,2003-08-31 12:00:00.0 | 2004-12-31 12:00:00.0 | 2005-02-04 12:00:00.0,6fd280c8-f438-4888-8dbe-da0973abd3e8,3118983,2023-11-18 00:03:48.683,1/01/01 → 31/08/03 | 1/09/04 → 31/12/04 | 1/01/05 → 4/02/05,Applicatie-Protocol Systemen (APS) | Architecture and Services of Network Applications (ASNA),d3a5c82a-e269-4930-87f3-b5b51254c09c | f0af0ee6-8d85-45d1-b9db-514b6b750197,2989718 | 2989740,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Doku, G.N.",Doku,G.N.,,0000000391099749,,,,,2001-09-03 12:00:00.0,2004-08-23 12:00:00.0,38040850-da5a-46fe-b3e4-86de06567cca,3076636,2024-04-03 23:53:28.713,3/09/01 → 23/08/04,Biomedical and Environmental Sensorsystems,e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Doll, Robert J.",Doll,Robert J.,0000-0002-7551-9072,000000041950505X,56050116000,https://www.linkedin.com/in/robertjandoll/ | https://www.researchgate.net/profile/Robert-Doll,,,2010-11-15 12:00:00.0 | 2016-03-01 12:00:00.0,2015-05-14 12:00:00.0 | 2016-04-30 12:00:00.0,447686e8-1b7d-4f66-8972-e8f1b429c40f,3123728,2024-03-30 23:56:08.673,15/11/10 → 14/05/15 | 1/03/16 → 30/04/16,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dolmans, Tenzing Christopher",Dolmans,Tenzing Christopher,,,,,,,2019-10-15 12:00:00.0,2020-09-30 12:00:00.0,a2879383-4178-4e13-851f-76445c9e5a7c,146404309,2024-03-17 00:08:49.202,15/10/19 → 30/09/20,Datamanagement & Biometrics,2a3beef9-0e40-4917-a09e-2e7e8cb41d7d,163007019,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Domingo Gil, Francisco José",Domingo Gil,Francisco José,,,,,,,2024-02-15 12:00:00.0,,c58c5608-61ed-48fe-99ec-e1ba7cd6ba05,354584827,2024-02-20 21:30:43.272,15/02/24 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3,163007152,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dong, Yanni",Dong,Yanni,0000-0001-5577-4845,0000000511813258,57222243131,https://www.researchgate.net/profile/Yanni-Dong/,,,2021-06-01 12:00:00.0 | 2023-11-01 12:00:00.0,2023-05-31 21:30:08.256,8f2ad696-b6b7-497b-b25a-d38ee58e1245,254870400,2024-01-17 23:56:39.186,1/06/21 → 31/05/23 | 1/11/23 → … | 1/11/23 → …,Formal Methods and Tools,132c3fe4-9874-4c25-a1eb-3c1df9497f43 | 29503759-c2d2-4862-b5b3-722765a6d799,163006909 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dongre, C.",Dongre,C.,,0000000391641788,,,,,2006-09-01 12:00:00.0,2010-08-31 12:00:00.0,cdd9537c-02cb-430c-bcd5-91385668ae9b,3099990,2024-03-27 23:51:26.381,1/09/06 → 31/08/10,Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2,2989454,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Donk, O.A.",Donk,O.A.,,,,,,,1998-09-15 12:00:00.0,2000-02-01 12:00:00.0,c4e91d5c-0f2e-44d5-8c42-29a01128ce1d,3059449,2023-09-12 23:51:41.606,15/09/98 → 1/02/00 | 15/09/98 → 1/02/00,Human Media Interaction | Taaltechnologie,094f9632-b0c4-4a3c-86df-4b5c085a4c05 | da7d35d2-b4de-4eee-856b-8008ee607e38,2989245 | 2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Donnet, D.M.",Donnet,D.M.,,,,,,,1994-09-01 12:00:00.0,1996-05-01 12:00:00.0,ff44e347-fa11-4490-abb4-bda9952dc467,3063225,2023-09-11 23:52:53.242,1/09/94 → 1/05/96,Systems and Materials for Information Storage (SMI),24c12552-f44b-4f7e-9dbb-a92a2dccd057,2989256,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dorhout, B.",Dorhout,B.,,0000000387490120,,,,,1976-08-01 12:00:00.0,1997-07-01 12:00:00.0,bcf5c563-4ba3-4945-9676-a99a823a829c,3077394,2022-12-15 00:39:43.393,1/08/76 → 1/07/97,"Discrete Wiskunde, Operations Res. en Statistiek",2e72cca7-214a-44a0-a1e9-24d2d55f8527,2989597,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Douatsap Ndongson, Schisin arsene",Douatsap Ndongson,Schisin arsene,,,,https://www.linkedin.com/in/schisin-arsene-ndongson-68925ab3/ | https://www.researchgate.net/profile/Schisin-Arsene-Douatsap-Ndongson,,,2024-02-01 12:00:00.0,,58638631-61d2-40b0-ac58-3502ffed0e7d,295683686,2024-02-01 21:31:38.19,1/02/24 → …,Pervasive Systems,6e382671-ed30-4c9a-8ee2-f3e5e9629da0,163006788,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Doumen, Jeroen Mathias",Doumen,Jeroen Mathias,,0000000137540949,,,,"Doumen, Jeroen M.",2003-09-15 12:00:00.0 | 2005-09-15 12:00:00.0,2005-09-14 12:00:00.0 | 2008-09-14 12:00:00.0,b7035d70-75ae-4a55-a81b-373225d15ec7,3024203,2024-04-01 23:50:49.714,15/09/03 → 14/09/05 | 15/09/05 → 14/09/08,Distributed and Embedded Security (DIES),0913133b-827f-4fb2-9a14-3449ab225c65,2989586,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dr. Greco, Antonio",Dr. Greco,Antonio,,,,,,,2021-09-01 12:00:00.0,2022-02-28 21:30:03.905,8405d785-36a5-4b14-823a-f236ae7342fe,265166347,2023-03-15 12:58:43.9,1/09/21 → 28/02/22,Datamanagement & Biometrics,2a3beef9-0e40-4917-a09e-2e7e8cb41d7d,163007019,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Drabant, Katharina ",Drabant,Katharina,,,,,,,2017-02-01 12:00:00.0,2017-07-31 12:00:00.0,9e84af7d-4c90-4cc8-8b0e-01b6a1aab868,3032184,2022-12-14 23:55:54.093,1/02/17 → 31/07/17,Human Media Interaction,da7d35d2-b4de-4eee-856b-8008ee607e38,2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Drago, Idilio",Drago,Idilio,,0000000395111311,,,,,2009-03-15 12:00:00.0,2013-03-14 12:00:00.0,7a8c95b2-e616-4d7e-8e58-25bf6196017f,3042468,2024-04-15 23:50:49.844,15/03/09 → 14/03/13,Design and Analysis of Communication Systems,f7c2017e-dfde-4f5d-8260-b534709a6607,2989938,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Drago, S.",Drago,S.,,0000000391577288,,,,,2008-10-27 12:00:00.0,2009-03-31 12:00:00.0,1a804552-ee45-4365-95c7-0bd6d0e28b09,3093838,2024-04-01 23:50:46.804,27/10/08 → 31/03/09,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Drees, Maximilian Werner",Drees,Maximilian Werner,,,,,,,2016-11-01 12:00:00.0,2017-10-31 00:00:00.0,0ac42484-9655-4cbb-b68a-412bcf74d266,3082220,2022-12-21 23:56:13.279,1/11/16 → 31/10/17,Discrete Mathematics and Mathematical Programming,f747ad65-4c82-42ab-80a3-11334208dd7f,2989916,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dresscher, Douwe",Dresscher,Douwe,0000-0002-5315-9029,0000000391790943,55252771400,https://www.linkedin.com/in/douwe-dresscher/ | https://www.researchgate.net/profile/Douwe-Dresscher,,,1964-01-01 12:00:00.0 | 2011-03-01 12:00:00.0 | 2016-09-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2018-03-01 12:00:00.0 | 2021-09-01 12:00:00.0 | 2021-10-11 12:00:00.0 | 2022-09-01 12:00:00.0 | 2023-09-05 12:00:00.0,2015-02-28 12:00:00.0 | 2018-02-28 21:00:46.62 | 2019-02-01 21:00:25.112 | 2021-08-31 21:30:03.746 | 2021-12-07 21:30:43.608 | 2022-08-05 12:00:00.0 | 2022-08-05 21:30:37.775 | 2023-08-31 21:30:18.622,12c65f73-38ac-45a8-a7b3-b91f2ee884d4,3094354,2024-04-06 23:59:23.644,1/01/64 → 1/02/19 | 1/03/11 → 28/02/15 | 1/09/16 → 28/02/18 | 1/09/16 → 28/02/18 | 1/01/18 → 31/08/23 | 1/01/18 → 31/08/21 | 1/01/18 → 5/08/22 | 1/01/18 → … | 1/03/18 → 31/08/21 | 1/09/21 → 7/12/21 | 11/10/21 → 5/08/22 | 1/09/22 → 31/08/23 | 5/09/23 → …,Creative Technology | Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3 | 29503759-c2d2-4862-b5b3-722765a6d799 | 6d01f221-1bb6-45c4-af67-1dbe8121274d | 8e72ef27-5382-4352-b151-27e6826edc76,2989795 | 2989960 | 163007152 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Driesen, Cornelus Hendricus",Driesen,Cornelus Hendricus,,0000000387106336,,https://www.linkedin.com/in/carlo-driesen-73b44824/,,"Driesen, Carlo",1995-08-16 12:00:00.0,1999-09-01 12:00:00.0,06a256e4-f7f7-41ea-9d88-8a2e12ed38ea,3134198,2022-12-15 00:50:29.067,16/08/95 → 1/09/99,Mathematical Physics & Computional Mechanics,5efbf597-36d8-4ae3-a4d5-0748a0a36377,2989421,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Driessen, Alfred",Driessen,Alfred,0000-0002-7901-4020,0000000117173299,7103120389,https://www.linkedin.com/in/alfred-driessen-50b674b/,,,1988-01-01 12:00:00.0 | 2003-01-01 12:00:00.0,2003-01-01 12:00:00.0 | 2009-12-31 12:00:00.0,0e24c704-ec00-4aca-a9be-d4573711e358,3126516,2024-04-02 23:51:06.346,1/01/88 → 1/01/03 | 1/01/03 → 31/12/09,Integrated Optical MicroSystems (IOMS),2d0d0d34-e96c-4050-ba43-711bed2901a2,2989454,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Driessen, Theodorus Stephanus Hubertus",Driessen,Theodorus Stephanus Hubertus,,0000000109525119,6602195129,,,"Driessen, Theo S.H.",1985-08-01 12:00:00.0 | 2001-01-01 12:00:00.0,2000-12-31 12:00:00.0 | 2016-02-24 00:00:00.0,569f750e-454b-4434-84c5-8787c7940e02,3101929,2024-04-14 23:57:15.698,1/08/85 → 31/12/00 | 1/01/01 → 24/02/16,"Discrete Mathematics and Mathematical Programming | Discrete Wiskunde, Operations Res. en Statistiek",2e72cca7-214a-44a0-a1e9-24d2d55f8527 | f747ad65-4c82-42ab-80a3-11334208dd7f,2989597 | 2989916,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Droog, Adriaan ",Droog,Adriaan,,0000000394337095,,,,"Droog, Ed",1982-11-01 12:00:00.0,2020-05-03 12:00:00.0,35e7e0ba-6760-40c7-9714-32e6bc42d572,3042245,2024-04-02 23:58:30.765,1/11/82 → 3/05/20,Biomedical Signals and Systems,ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Droogendijk, H.",Droogendijk,H.,,0000000390044738,,,,,2009-10-01 12:00:00.0,2013-09-30 12:00:00.0,a3e8b369-7785-408b-97d6-a2148b2fa682,3092894,2024-04-15 23:54:12.719,1/10/09 → 30/09/13,,dfab396d-ac7e-4a99-8bb6-d075cd0febb5,2989157,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Drossaers, M.F.J.",Drossaers,M.F.J.,,0000000390584830,,,,,1998-01-01 12:00:00.0,1997-01-01 12:00:00.0 | 1998-07-01 12:00:00.0,f8dd5377-a173-4a76-ad38-c3429feec813,3066365,2024-01-16 23:52:48.076,1/01/98 → 1/07/98 | 1/01/98 → 1/01/97,Mens-Machine Interactie | Software Engineering en Theoretische informatica,71492a9a-115c-444b-8632-823c495d08a6 | c3ab3558-ff2f-482b-b3cf-fd7893ba854a,2989311 | 2989377,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Druyvesteyn, W.F.",Druyvesteyn,W.F.,,000000039639187X,,,,,1998-06-01 12:00:00.0,2011-10-15 12:00:00.0,f3ac1309-6992-41a9-813a-d49efa77d19f,3143813,2024-03-14 23:56:04.575,1/06/98 → 15/10/11,Signals and Systems (SAS),322b894d-4c32-4cda-9c9c-8f293f1665b7,2989333,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Du, Liang",Du,Liang,,,,,,,2012-09-01 12:00:00.0,2016-08-31 12:00:00.0,045dfbf0-60c6-4815-a5a8-1da3941f65da,3083684,2022-12-15 00:40:56.467,1/09/12 → 31/08/16,Nano Electronics,a2600ff4-8bf8-433f-aeb3-5f1e0a3aefba,2989828,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Duarte Torres, Sergio",Duarte Torres,Sergio,,0000000419477191,,,,,2009-10-12 12:00:00.0,2013-10-11 12:00:00.0,b0edee0c-0fb6-4ba5-825b-cbbbc29a1d76,3065665,2024-04-15 23:53:31.962,12/10/09 → 11/10/13,Databases (Former),7eb8f444-cad4-412c-bb39-96bc9acc2613,2989927,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Duarte Vidal, Miguel",Duarte Vidal,Miguel,,,,,,,2022-10-01 12:00:00.0,2023-03-31 21:31:03.273,912d60a7-8f47-4262-8509-bd968b37bae6,293501009,2024-01-02 00:04:33.649,1/10/22 → 31/03/23 | 1/10/22 → …,Biomedical and Environmental Sensorsystems,8903b5b4-05cb-4cb4-8a1b-294e7b03adf8,163006973,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dubbeldam, Rosemary ",Dubbeldam,Rosemary,0000-0001-7471-9737,000000045263606X,23491770100,,"Dubbeldam, R.",,2012-01-01 12:00:00.0 | 2012-05-01 12:00:00.0,2012-04-30 12:00:00.0 | 2018-04-30 21:00:43.017,f074a26b-b8f6-479c-b23c-9ca180578209,3066750,2024-04-07 23:51:21.475,1/01/12 → 30/04/12 | 1/05/12 → 30/04/18,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | 6ce13ab0-6c3a-4f1e-8b88-b44886c86a07,2988640 | 2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dubey, Avashesh",Dubey,Avashesh,,,,,,,2021-05-01 12:00:00.0,2023-04-30 21:30:09.054,6a36f93d-a5b9-4899-b49f-0bdfa3fc5206,254435029,2023-04-30 21:30:09.115,1/05/21 → 30/04/23 | 1/05/21 → 30/04/23,Integrated Devices and Systems,163069a8-7fef-4af7-b207-69559c1f9511 | 52df0e20-7079-4f1f-9d05-4410ab8f0953,163007251 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dubrov, Denis ",Dubrov,Denis,,,,,,,2017-05-10 12:00:00.0,2017-06-23 12:00:00.0,63d1edc1-8858-474c-aa75-27318d25a8c9,10988347,2022-12-15 00:52:34.046,10/05/17 → 23/06/17,Formal Methods and Tools,bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dubska, L.",Dubska,L.,,,,,,,2011-05-01 12:00:00.0,2011-10-31 12:00:00.0,ff8e301f-0772-47a9-9757-c18af7a1cdb6,3127444,2022-12-15 00:49:10.627,1/05/11 → 31/10/11,Biomedical and Environmental Sensorsystems,e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dubsky, Pavel",Dubsky,Pavel,,000000039329648X,6603621822,,,,2010-09-15 12:00:00.0,2011-12-31 12:00:00.0,a8a3f06c-85e3-4b54-84ba-72cce08eafa0,3042182,2023-12-18 23:57:30.411,15/09/10 → 31/12/11,Biomedical and Environmental Sensorsystems,e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dudareva, Daria",Dudareva,Daria,,,,,,,2022-07-01 12:00:00.0 | 2023-05-01 12:00:00.0,2023-04-30 21:30:11.688,c77a77e4-12f3-4da5-9102-e4ae5b37e835,283505229,2023-09-05 21:31:34.013,1/07/22 → 30/04/23 | 1/05/23 → …,Power Electronics,62457ca7-5df3-4cd5-8484-6b4f7426a4bf,163006885,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dufour, E.",Dufour,E.,,,,,,,1993-09-01 12:00:00.0,1995-09-01 12:00:00.0,af22b7e1-78e3-4854-b72f-caca33194685,3036467,2022-12-15 00:06:46.024,1/09/93 → 1/09/95,Toegepaste Wiskunde,33e97884-1709-4734-85ea-07d72fddfffc,2989190,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Duijvestijn, A.J.W.",Duijvestijn,A.J.W.,,0000000080925855,,,,,2001-08-02 12:00:00.0,1997-01-01 12:00:00.0,3bd028b4-4c46-42f5-af25-6deb2ad788ec,3040548,2024-03-02 23:53:04.79,2/08/01 → 1/01/97,Software Engineering en Theoretische informatica,c3ab3558-ff2f-482b-b3cf-fd7893ba854a,2989311,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Duindam, V.",Duindam,V.,,0000000061630680,,,,,2001-12-01 12:00:00.0 | 2005-12-01 12:00:00.0,2005-11-30 12:00:00.0 | 2006-06-30 12:00:00.0,65f3e06e-2934-4345-8261-ad9508b99a07,3057548,2024-04-08 23:52:29.256,1/12/01 → 30/11/05 | 1/12/05 → 30/06/06,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dulman, S.O.",Dulman,S.O.,,0000000389455708,,,,,2002-03-06 12:00:00.0 | 2005-11-01 12:00:00.0 | 2007-11-01 12:00:00.0,2005-10-30 12:00:00.0 | 2007-10-31 12:00:00.0 | 2008-12-31 12:00:00.0,e679b13b-ddf8-4f2b-acf6-3c8e0c8288f5,3109530,2024-03-31 23:52:30.501,6/03/02 → 30/10/05 | 1/11/05 → 31/10/07 | 1/11/07 → 31/12/08,Computer Architecture Design and Test for Embedded Systems | Pervasive Systems,e5d45067-054d-4406-b2f3-461d1cead95c | f3961495-96fc-40a8-ba11-0b039f7d6948,2989806 | 2989971,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dummer, Sven",Dummer,Sven,0000-0002-5276-4155,,,,,,2021-09-01 12:00:00.0 | 2022-01-03 12:00:00.0 | 2023-09-01 12:00:00.0,2022-01-03 21:32:24.915,7a50ab68-3e7f-4475-ad2c-3d36d76bcde4,265166358,2024-03-30 23:59:44.377,1/09/21 → 3/01/22 | 3/01/22 → … | 3/01/22 → … | 1/09/23 → …,Applied Analysis | Mathematics of Imaging & AI,29503759-c2d2-4862-b5b3-722765a6d799 | 513596a7-ef31-4ba1-b801-1ac9cf83453e | 5be5371d-266f-47cd-92b4-161c252a41ca | 7a667ed6-5fd8-4bc9-b83f-b28037d1a107,163007229 | 247291780 | 247291859 | 274958438,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dumoulin Stuyck, Nard Itzam",Dumoulin Stuyck,Nard Itzam,,,,,,,2019-11-11 12:00:00.0 | 2021-11-01 12:00:00.0,2020-10-11 12:00:00.0 | 2021-11-30 21:30:10.132,4966ac10-e5f8-4c3d-9019-7f64640a296a,152382424,2022-12-15 00:56:51.517,11/11/19 → 11/10/20 | 1/11/21 → 30/11/21,Nano Electronics,fdd2baa0-ce53-447a-b0b7-9e9a13c353af,163007196,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Durmaz, Özlem",Durmaz,Özlem,,,,,,,2024-01-15 12:00:00.0,,2239ac6c-e12a-4184-b0e7-3fbe61e17931,348858294,2024-01-15 21:30:56.499,15/01/24 → …,Pervasive Systems,6e382671-ed30-4c9a-8ee2-f3e5e9629da0,163006788,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Durmaz Incel, Özlem",Durmaz Incel,Özlem,0000-0002-6229-7343,0000000388530614,15131686400,,,,2005-02-01 12:00:00.0 | 2007-11-01 12:00:00.0 | 2009-02-01 12:00:00.0,2007-10-31 12:00:00.0 | 2009-01-31 12:00:00.0 | 2009-06-30 12:00:00.0,5a6cc66d-0a7e-421f-917f-335da68d0559,3062958,2024-04-10 23:52:37.567,1/02/05 → 31/10/07 | 1/11/07 → 31/01/09 | 1/02/09 → 30/06/09,Distributed and Embedded Security (DIES) | Pervasive Systems,0913133b-827f-4fb2-9a14-3449ab225c65 | f3961495-96fc-40a8-ba11-0b039f7d6948,2989586 | 2989806,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Durr, Pascal E.A.",Durr,Pascal E.A.,,0000000396494836,,,,,2004-05-15 12:00:00.0,2008-06-30 12:00:00.0,e7d44260-aedd-4cf4-8c04-280eecc3f7b5,3048419,2023-06-27 15:13:10.039,15/05/04 → 30/06/08,Software Engineering (SE),69b41d2f-4a54-40dd-b964-98d483d3ae1b,2989322,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dutta, A.",Dutta,A.,,0000000391940884,,,,,2010-12-31 12:00:00.0 | 2014-01-01 12:00:00.0,2014-01-01 12:00:00.0 | 2014-12-31 00:00:00.0,cfe6ed6f-f18f-4a60-925d-8ef9fbadbdb5,3090874,2024-04-01 23:52:41.504,31/12/10 → 1/01/14 | 1/01/14 → 31/12/14,"Services, Cybersecurity & Safety | Signals and Systems (SAS)",322b894d-4c32-4cda-9c9c-8f293f1665b7 | bc931183-756b-4f92-81d8-006bda6677ce,2989333 | 2989773,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dutta, R.",Dutta,R.,,,,,,"Dutta, Ramen",2009-03-01 12:00:00.0,2013-02-28 12:00:00.0,12afb5fb-1d38-4697-bb41-014aece37145,3032554,2024-04-08 23:51:41.444,1/03/09 → 28/02/13,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dutta, Satadal ",Dutta,Satadal,0000-0002-5817-5503,000000050391020X,56857115800,,,,2013-09-01 12:00:00.0 | 2017-09-01 12:00:00.0,2017-08-31 00:00:00.0 | 2017-12-31 12:00:00.0,24b562be-5975-47b1-bc80-00efb37b1fcd,3120716,2024-04-03 23:54:31.677,1/09/13 → 31/08/17 | 1/09/17 → 31/12/17,Semiconductor Components,00ae3f7b-e36e-4db2-a8b9-b89a590370f9,2989784,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Dutta Chaudhury, Nandan",Dutta Chaudhury,Nandan,,,,,,,2022-06-01 12:00:00.0,2023-05-31 21:30:10.482,b7d88090-c448-4bfc-8add-25006f446167,283505008,2023-05-31 21:30:10.536,1/06/22 → 31/05/23,Radio Systems,ae548425-3254-42e3-bfca-784724f96444,172864011,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Dölz, Jürgen ",Dölz,Jürgen,,,,,,,2020-03-01 12:00:00.0,2020-05-20 12:00:00.0,68548b62-e111-4bf3-a681-b88f38ae705b,176433674,2023-12-04 23:55:36.124,1/03/20 → 20/05/20,Mathematics of Computational Science,44320bc0-852f-4847-8854-60c73cbd2888,163006807,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Ebrahimi, Hassan",Ebrahimi,Hassan,0000-0002-5598-9536,0000000453782931,,https://www.linkedin.com/in/haseb/ | https://www.researchgate.net/profile/Hassan-Ebrahimi-3,,,2014-05-15 12:00:00.0 | 2022-01-01 12:00:00.0,2018-05-14 21:00:41.539 | 2022-01-13 21:30:56.303 | 2022-12-31 21:30:05.279,d749f2b7-8a03-485c-bb1d-5d12285cf463,275253585,2024-03-31 23:58:12.024,15/05/14 → 14/05/18 | 15/05/14 → 14/05/18 | 1/01/22 → 13/01/22 | 1/01/22 → 31/12/22,Computer Architecture Design and Test for Embedded Systems | Pervasive Systems,450289e4-d268-472d-a597-f71c30576f9a | 6e382671-ed30-4c9a-8ee2-f3e5e9629da0 | e5d45067-054d-4406-b2f3-461d1cead95c,2989971 | 163006788 | 163006798,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
