author_name,author_last_name,author_first_names,author_orcid,author_isni,author_scopus_id,author_links,author_default_publishing_name,author_known_as_name,affl_start_date,affl_end_date,author_uuid,author_pureid,last_modified,affl_periods,org_names,org_uuids,org_pureids,faculty_name,faculty_uuid
"Wang, Xinhui",Wang,Xinhui,,000000039163983X,,,,,2004-08-01 12:00:00.0,2008-07-31 12:00:00.0,7cc3ff70-43cc-4a61-8f9b-79b33cfa0f31,3096846,2024-02-07 23:58:26.316,1/08/04 → 31/07/08,Discrete Mathematics and Mathematical Programming,f747ad65-4c82-42ab-80a3-11334208dd7f,2989916,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wang, Ying",Wang,Ying,0000-0003-4385-9117,0000000503354960,,,,,2020-12-01 12:00:00.0 | 2021-12-01 12:00:00.0 | 2022-12-01 12:00:00.0 | 2023-01-01 12:00:00.0 | 2023-12-01 12:00:00.0,2021-11-30 21:30:08.116 | 2021-12-31 12:00:00.0 | 2021-12-31 21:30:46.213 | 2023-01-11 21:30:42.189 | 2023-03-31 21:30:17.443,56a91487-0775-48c1-8343-0a46e9c65f55,247470094,2024-03-30 23:53:52.495,1/12/20 → 31/12/21 | 1/12/20 → 30/11/21 | 1/12/20 → 30/11/21 | 1/12/20 → 31/03/23 | 1/12/20 → … | 1/12/20 → … | 1/12/20 → 31/03/23 | 1/12/21 → 31/12/21 | 1/12/22 → 11/01/23 | 1/01/23 → 31/03/23 | 1/12/23 → …,Biomedical Signals and Systems,29503759-c2d2-4862-b5b3-722765a6d799 | 513596a7-ef31-4ba1-b801-1ac9cf83453e | ca36d7a1-e06d-4124-b41c-a7d897daf0c0,163007260 | 247291780 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Wang, Zhichun",Wang,Zhichun,,0000000390747206,,,,,1992-10-13 12:00:00.0 | 1999-03-15 12:00:00.0,1994-04-01 12:00:00.0 | 2004-09-30 12:00:00.0,84cecb57-0ae0-4684-888f-741630133532,3125907,2024-04-03 23:55:12.821,13/10/92 → 1/04/94 | 15/03/99 → 30/09/04,Semiconductor Components | Transduktietechniek en materiaalkunde - EL,00ae3f7b-e36e-4db2-a8b9-b89a590370f9 | 8bacf89c-56ca-4fa4-a030-d8742962bd4c,2989179 | 2989784,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wansink-Velicka, Andrea ",Wansink-Velicka,Andrea,,,,,,,2012-08-01 12:00:00.0 | 2016-07-04 12:00:00.0,2017-05-17 12:16:53.349 | 2017-09-26 12:00:00.0,d8f05b09-de6a-474a-9e8e-b32fdf1ba5f9,3139049,2022-12-15 00:51:22.985,1/08/12 → 17/05/17 | 4/07/16 → 26/09/17,Hybrid Systems,93a8cd21-3a6a-46b8-98b7-a1b664f7f802,2989883,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wardhana, Girindra",Wardhana,Girindra,0000-0002-5721-4179,0000000506809836,,,,,2018-12-01 12:00:00.0 | 2022-12-01 12:00:00.0 | 2023-05-01 12:00:00.0,2021-11-30 21:30:07.291 | 2023-03-29 21:30:01.884,c9b28fdd-a33b-4367-9ec0-1aec46f0c6ac,74738933,2024-04-07 23:54:33.781,1/12/18 → 30/11/21 | 1/12/18 → 30/11/21 | 1/12/18 → 29/03/23 | 1/12/22 → 29/03/23 | 1/05/23 → …,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3 | 29503759-c2d2-4862-b5b3-722765a6d799 | 8b5257c1-a878-4960-835f-d8fd5da91e4d,22439962 | 163007152 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Warmerdam, Leo",Warmerdam,Leo,,0000000388985627,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,8e78db2d-dd58-4cf1-8171-dcd86312a0f8,3043714,2024-02-14 23:54:19.677,2/08/01 → 2/08/01 | 2/08/01 → 2/08/01,Integrated Circuit Design | Semiconductor Components,00ae3f7b-e36e-4db2-a8b9-b89a590370f9 | 72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989784 | 2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Warners, P.A.",Warners,P.A.,,,,,,,1994-01-01 12:00:00.0,1991-01-01 12:00:00.0,ff196b48-46eb-471e-bbef-5ebc9b3f4f2d,3039835,2022-12-15 00:17:40.617,1/01/94 → 1/01/91,Systeemprogrammatuur en -architectuur,b82827c4-2b04-4ccd-8e6d-f66686188b0e,2989267,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Warrink, Frank Sebastiaan",Warrink,Frank Sebastiaan,,,,,,,2015-09-01 12:00:00.0 | 2016-07-04 12:00:00.0,2017-05-17 12:19:20.243 | 2017-09-26 12:00:00.0,b2eff601-4ee5-41b7-902f-22ba9af92072,3143496,2022-12-15 00:52:10.449,1/09/15 → 17/05/17 | 4/07/16 → 26/09/17,Hybrid Systems,93a8cd21-3a6a-46b8-98b7-a1b664f7f802,2989883,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wasistho, B.",Wasistho,B.,,0000000388780031,,,,,1998-01-01 12:00:00.0,1998-06-01 12:00:00.0,a0a9b33c-e65c-493a-8109-ef9da3c56594,3114467,2023-09-11 23:58:04.607,1/01/98 → 1/06/98 | 1/01/98 → 1/06/98,Mathematical Physics & Computional Mechanics | Toegepaste Wiskunde,33e97884-1709-4734-85ea-07d72fddfffc | 5efbf597-36d8-4ae3-a4d5-0748a0a36377,2989190 | 2989421,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wassenaar, R.F.",Wassenaar,R.F.,,0000000396312238,,,,,1966-07-01 12:00:00.0,2001-03-01 12:00:00.0,35949ecf-78e6-4c46-88b2-43b67982cebb,3086174,2024-02-26 23:51:53.729,1/07/66 → 1/03/01,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wasserberg, Dorothee",Wasserberg,Dorothee,0000-0002-1493-2971,0000000388561832,8562600300,,,,2008-08-01 12:00:00.0 | 2010-01-01 12:00:00.0 | 2010-11-01 12:00:00.0 | 2012-01-01 12:00:00.0 | 2018-05-01 12:00:00.0 | 2021-04-01 12:00:00.0 | 2021-05-01 12:00:00.0 | 2022-01-01 12:00:00.0 | 2022-07-01 12:00:00.0 | 2024-01-01 12:00:00.0,2009-12-31 12:00:00.0 | 2010-10-31 12:00:00.0 | 2011-10-31 12:00:00.0 | 2011-12-31 12:00:00.0 | 2016-08-31 12:00:00.0 | 2021-03-31 21:30:06.973 | 2021-05-21 09:33:09.331 | 2021-12-31 12:00:00.0 | 2021-12-31 21:30:22.213 | 2022-12-31 21:30:12.997,4598a4b2-1a85-41fc-a47e-fb465a43f6aa,3057992,2024-04-04 23:56:46.685,1/08/08 → 31/12/09 | 1/01/10 → 31/10/10 | 1/11/10 → 31/12/11 | 1/11/10 → 31/10/11 | 1/01/12 → 31/08/16 | 1/05/18 → 31/03/21 | 1/05/18 → 21/05/21 | 1/05/18 → 31/03/21 | 1/04/21 → 21/05/21 | 1/05/21 → 31/12/21 | 1/05/21 → 31/12/21 | 1/05/21 → 31/12/21 | 1/01/22 → 31/12/21 | 1/07/22 → 31/12/22 | 1/01/24 → …,Biomedical and Environmental Sensorsystems,163069a8-7fef-4af7-b207-69559c1f9511 | 1de21009-d29f-495b-a5cf-aeb2eaeee004 | 513596a7-ef31-4ba1-b801-1ac9cf83453e | 8903b5b4-05cb-4cb4-8a1b-294e7b03adf8 | 89810646-3b7f-4164-9628-7bb7e4a12c1a | 96d93cd9-fee5-4e35-a5b5-6623a8203b0a | ad33fcb6-fd49-4e9a-9218-7233b7c3c13d | bb5a1edd-1484-4a68-b93d-c55c8a76938b,2987892 | 2987925 | 2987969 | 2988222 | 2988277 | 163006973 | 247291733 | 247291859,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Wassink, I.",Wassink,I.,,0000000394889420,,,,,2005-10-01 12:00:00.0,2009-09-30 12:00:00.0,aaae1b8a-9f3e-405d-9738-9bd30fae858f,3071669,2024-04-13 23:53:13.159,1/10/05 → 30/09/09,Human Media Interaction,da7d35d2-b4de-4eee-856b-8008ee607e38,2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wassink, M.",Wassink,M.,,0000000391541162,,,,,2007-02-01 12:00:00.0,2011-01-31 12:00:00.0,23d28aa7-2fdf-47da-963c-1dc1335fb171,3069647,2023-07-20 16:16:26.276,1/02/07 → 31/01/11,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wassink, M.H.",Wassink,M.H.,,,,,,,1993-12-01 12:00:00.0,1995-11-01 12:00:00.0,f6d2e55d-ee4b-4066-9a1a-61ec20f815ea,3084455,2022-12-15 00:41:05.56,1/12/93 → 1/11/95,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wassink, R.G.V.",Wassink,R.G.V.,,,,,,,2005-01-01 12:00:00.0,2017-05-17 12:22:52.5,1c3a22c0-fdd7-4a69-8884-b2620cb4bb98,3039407,2024-01-01 23:52:32.924,1/01/05 → 17/05/17,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Weber, Michael",Weber,Michael,,,57195052518,https://www.linkedin.com/in/wleahcim/,,,2007-09-01 12:00:00.0 | 2009-09-01 12:00:00.0,2009-08-31 00:00:00.0 | 2011-07-31 00:00:00.0,33747f38-ff74-41c3-8e86-15dc7abe1892,3066502,2024-03-14 00:03:33.818,1/09/07 → 31/08/09 | 1/09/09 → 31/07/11,Formal Methods and Tools,bb7c0a70-cbd4-46d9-9496-2156b82d4fbb,2989905,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Weda, Judith",Weda,Judith,0000-0002-1922-7809,0000000509540510,,,,,2019-08-01 12:00:00.0,2024-01-31 21:30:23.875,115161b7-65bb-4ef0-901c-8be6b55d99e7,130412510,2024-04-07 23:52:02.626,1/08/19 → 31/01/24 | 1/08/19 → 31/01/24,Human Media Interaction,0269ef96-7019-4648-a82b-ce3a9371e9bb | 29503759-c2d2-4862-b5b3-722765a6d799,163006926 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weedage, Lotte",Weedage,Lotte,0000-0002-9339-2765,0000000493602579,,,,,2020-09-01 12:00:00.0 | 2023-09-01 12:00:00.0,2021-08-31 21:30:14.509,b148a64c-249e-4d3c-82b3-90830277c08a,220857945,2024-04-13 23:57:34.014,1/09/20 → 31/08/21 | 1/09/23 → …,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weening, E.C.",Weening,E.C.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,a97cb506-ea5f-4885-9d66-fe599ab71723,3055784,2022-12-15 00:35:07.589,2/08/01 → 2/08/01,CAES Testable design and testing of microsystems,6d785e70-4965-4636-9bdf-621c81222d74,2989641,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Weenink, Gabriel A.A.",Weenink,Gabriel A.A.,,,,,,,2014-06-01 12:00:00.0 | 2016-11-24 12:00:00.0 | 2023-06-01 12:00:00.0,2017-10-12 21:01:18.428 | 2020-12-31 12:00:00.0,798fdcd5-40d4-465c-af91-d19959155b0f,3055343,2023-09-05 21:31:36.793,1/06/14 → 31/12/20 | 24/11/16 → 12/10/17 | 1/06/23 → …,Dean's Office | Management Support,1e950443-e006-45f3-a36a-277acac8b7fe | 9b2b5fe6-827b-4748-9f81-adfb20731c8e,2990004 | 163006964,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4 | e5bc997a-e26d-4329-a245-53fd922b32b4
"Weenk, Dirk",Weenk,Dirk,,0000000391878064,,https://www.linkedin.com/in/dweenk/ | https://www.researchgate.net/profile/Dirk-Weenk,,,2011-02-15 12:00:00.0 | 2015-02-15 12:00:00.0,2015-02-14 12:00:00.0 | 2015-10-14 12:00:00.0,762163bf-9bfb-405a-8f4e-52cad6479654,3105423,2024-03-28 00:00:55.996,15/02/11 → 14/02/15 | 15/02/15 → 14/10/15,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wegdam, M.",Wegdam,M.,,0000000351270003,,,,,2000-10-23 12:00:00.0 | 2001-01-01 12:00:00.0 | 2003-11-01 12:00:00.0 | 2005-01-01 12:00:00.0 | 2007-08-01 12:00:00.0,2001-01-01 12:00:00.0 | 2003-01-01 12:00:00.0 | 2003-07-27 12:00:00.0 | 2004-12-31 12:00:00.0 | 2007-07-31 12:00:00.0 | 2009-10-31 12:00:00.0,85a458b2-df81-42af-a9aa-f0eea1fc5e9e,3076408,2023-10-28 23:51:42.418,23/10/00 → 27/07/03 | 23/10/00 → 1/01/01 | 1/01/01 → 1/01/03 | 1/11/03 → 31/12/04 | 1/01/05 → 31/07/07 | 1/08/07 → 31/10/09,Architecture and Services of Network Applications (ASNA) | Architecture group (ARCH) | Information Systems (IS) | Quality of Services for Telematica Systems | Telematica Systemen en Services,2247fd36-1e35-41d5-99c3-d6ad52f45ece | 3dce231d-2ed4-4a1d-b683-99c9d9f3fc19 | 78368201-1800-4634-92f0-ca3d82fc9adf | 89bc48f6-53dc-4050-92b8-f03fa50bca0c | d3a5c82a-e269-4930-87f3-b5b51254c09c,2989212 | 2989344 | 2989465 | 2989707 | 2989718,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wei, Na",Wei,Na,,,,,,,2021-11-01 12:00:00.0,2022-12-08 21:30:02.514,24e5d9cf-d5fa-43c5-8734-97dbb88a3f87,267681072,2024-03-29 23:57:06.575,1/11/21 → 8/12/22,Human Media Interaction,0269ef96-7019-4648-a82b-ce3a9371e9bb,163006926,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weide, Guido",Weide,Guido,,,,,,,2024-02-01 12:00:00.0,,916b3629-91b9-4fbd-86be-2b236083e4d1,276484249,2024-02-01 21:30:56.268,1/02/24 → …,Creative Technology,bb19ce3c-4e29-401b-86cb-0a2eeb8da58b,163006838,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weijdom, Joris Pepijn",Weijdom,Joris Pepijn,0000-0002-9649-0360,000000051270845X,,https://www.linkedin.com/in/jorisweijdom/,,"Weijdom, Joris P.",2018-06-01 12:00:00.0 | 2020-06-01 12:00:00.0,2020-06-01 21:00:25.037 | 2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0,95c0d5e3-3192-4835-ab11-ee06b7d910ef,32534982,2024-03-25 00:01:01.234,1/06/18 → 1/01/21 | 1/06/18 → 1/06/20 | 1/06/18 → … | 1/06/20 → … | 1/06/20 → 31/12/20,Human Media Interaction,0269ef96-7019-4648-a82b-ce3a9371e9bb | 29503759-c2d2-4862-b5b3-722765a6d799,163006926 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weijn, Vincent Henricus Johannes",Weijn,Vincent Henricus Johannes,,,,,,,2023-06-01 12:00:00.0,,7bb22202-f9b5-42f0-8e13-2cf04b2f93b9,307381275,2024-01-02 00:05:34.89,1/06/23 → … | 1/06/23 → …,Nanolab,163069a8-7fef-4af7-b207-69559c1f9511 | 8ead9fa0-ad35-46ca-b905-bcc628cbe684,163007118 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Weinhart, Thomas",Weinhart,Thomas,0000-0002-2248-7644,0000000394374670,29967520500,,,,2009-08-01 12:00:00.0 | 2011-08-01 12:00:00.0 | 2012-11-01 12:00:00.0 | 2016-03-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2019-12-01 12:00:00.0 | 2021-12-01 12:00:00.0 | 2022-12-01 12:00:00.0 | 2023-12-01 12:00:00.0,2010-07-31 12:00:00.0 | 2012-10-31 12:00:00.0 | 2015-07-31 12:00:00.0 | 2019-12-02 21:00:14.721 | 2021-11-30 21:31:07.353 | 2021-12-01 21:31:10.011 | 2021-12-07 21:30:43.987 | 2022-09-08 21:30:37.569 | 2022-11-30 21:30:45.342 | 2023-11-30 21:30:14.519,c5ae33c6-5d6c-4c88-83d6-e3b3f72eb60f,3097531,2024-04-15 00:00:24.098,1/08/09 → 31/07/10 | 1/08/11 → 31/10/12 | 1/11/12 → 31/07/15 | 1/03/16 → 2/12/19 | 1/03/16 → 1/12/21 | 1/01/18 → … | 1/01/18 → 30/11/21 | 1/01/18 → 30/11/22 | 1/01/18 → 30/11/23 | 1/12/19 → 30/11/21 | 1/12/21 → 8/09/22 | 1/12/21 → 7/12/21 | 1/12/22 → 30/11/23 | 1/12/23 → …,Mathematics of Computational Science,163069a8-7fef-4af7-b207-69559c1f9511 | 1d85cbe2-2cc2-4af1-9b55-8347b7df153e | 486e74bf-ba86-4d1c-8359-74e483f1f56a | 8e561c79-5304-40ee-8b9d-787f91ba3c57 | ecf99b69-e4ea-4f74-ba72-cfff04f26729,2988684 | 2989861 | 163007025 | 247291733 | 283490518,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Welberg, S.M.",Welberg,S.M.,,,,,,,2008-01-01 12:00:00.0,2008-01-01 12:00:00.0,52f8f979-46f8-4075-b6f9-daee1f8fbbae,3058100,2022-12-15 00:35:38.334,1/01/08 → 1/01/08,Information Systems (IS),3dce231d-2ed4-4a1d-b683-99c9d9f3fc19,2989465,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Welch, P.H.",Welch,P.H.,,,,,,,2001-08-02 12:00:00.0,2001-08-02 12:00:00.0,cd3f9ae4-d238-43c8-a5bc-2bc1ee82d613,3043786,2022-12-15 00:31:56.46,2/08/01 → 2/08/01,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wellenberg, Ruud",Wellenberg,Ruud,,,,,,,2015-10-15 12:00:00.0,2016-04-15 12:00:00.0,208b9957-96cb-4e29-ac19-595566e652b7,3019780,2024-04-05 23:55:46.642,15/10/15 → 15/04/16,Robotics and Mechatronics,8e72ef27-5382-4352-b151-27e6826edc76,2989795,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Welleweerd, Marcel Klaas",Welleweerd,Marcel Klaas,,0000000502698964,57193141705,,,,2017-05-01 12:00:00.0 | 2018-01-01 12:00:00.0 | 2021-08-01 12:00:00.0 | 2021-12-01 12:00:00.0,2021-08-02 21:30:02.358 | 2021-08-30 21:30:12.287 | 2021-12-31 21:30:17.379,13f5b343-6be7-497c-8f11-43d1f47796a5,3041097,2024-04-12 23:51:29.143,1/05/17 → 2/08/21 | 1/01/18 → 31/12/21 | 1/01/18 → 2/08/21 | 1/01/18 → 30/08/21 | 1/08/21 → 30/08/21 | 1/12/21 → 31/12/21,Robotics and Mechatronics,1ef24e54-8a53-4b6b-affb-2417ac4616f3 | 29503759-c2d2-4862-b5b3-722765a6d799,163007152 | 247291780,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Welling, E.M.",Welling,E.M.,,0000000391834635,,,,,1996-09-01 12:00:00.0 | 2000-02-01 12:00:00.0,2004-09-29 00:00:00.0 | 2004-10-01 12:00:00.0,26267e4a-0c58-4abc-bd4e-b5c3d71a608e,3103221,2022-12-15 00:44:36.034,1/09/96 → 1/10/04 | 1/02/00 → 29/09/04,Discrete Mathematics and Mathematical Programming,c66101bb-e06c-4aa1-a1a3-b777d9faad29 | f747ad65-4c82-42ab-80a3-11334208dd7f,2987122 | 2989916,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wen, Hongwei",Wen,Hongwei,,000000051270837X,,https://www.researchgate.net/profile/Hongwei-Wen,,,2023-09-01 12:00:00.0,,c2306a0d-3eea-4971-a5ad-2c85408c7f02,265166081,2024-04-15 23:52:08.864,1/09/23 → …,Mathematics of Operations Research,04915ebb-5153-47f6-b208-b0ae5921baeb,163007219,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Wennink, H.G.",Wennink,H.G.,,,,,,,2001-08-02 12:00:00.0,1998-01-01 12:00:00.0,1fcf2ea5-66ed-46c9-bde9-7795c3b5b7c1,3039714,2022-12-15 00:17:38.221,2/08/01 → 1/01/98,Tele-informatica en Open Systemen (Informatica),253a6a04-30e3-4eb5-81bb-4975d5bdf4b7,2989234,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wensink, Hendrik",Wensink,Hendrik,,0000000130127879,,https://www.linkedin.com/in/henk-wensink-a160b03/,,"Wensink, Henk",1998-01-01 12:00:00.0 | 2002-01-01 12:00:00.0 | 2002-04-15 12:00:00.0,2002-01-01 12:00:00.0 | 2002-03-01 12:00:00.0 | 2004-08-31 12:00:00.0,77ddeda1-5273-4bd0-89bf-f06668ec99e5,3087797,2024-04-02 23:51:14.055,1/01/98 → 1/01/02 | 1/01/02 → 1/03/02 | 15/04/02 → 31/08/04,Biomedical and Environmental Sensorsystems,dfab396d-ac7e-4a99-8bb6-d075cd0febb5 | e2b725df-c44b-4d81-b28c-d06b5a18ecf6,2989157 | 2989663,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wentink, Eva Christine",Wentink,Eva Christine,,0000000395415497,36476778000,https://www.linkedin.com/in/eva-wentink-7764b114/,,"Wentink, Eva C.",2008-05-19 12:00:00.0 | 2012-11-15 12:00:00.0 | 2013-01-01 12:00:00.0,2012-05-18 12:00:00.0 | 2012-12-31 00:00:00.0 | 2014-01-01 12:00:00.0,b772f629-15ff-41b2-8460-8f8bbbc98594,3060271,2024-04-15 23:57:10.006,19/05/08 → 18/05/12 | 15/11/12 → 31/12/12 | 1/01/13 → 1/01/14,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841 | 6ce13ab0-6c3a-4f1e-8b88-b44886c86a07,2988640 | 2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wesselink, J.M.",Wesselink,J.M.,,000000039203500X,,,,,2000-10-01 12:00:00.0 | 2004-03-01 12:00:00.0,2003-11-30 12:00:00.0 | 2008-12-31 12:00:00.0,036459c0-27a1-45db-acaf-f5583b0ad539,3115752,2022-12-18 23:51:48.658,1/10/00 → 30/11/03 | 1/03/04 → 31/12/08,Signals and Systems (SAS),322b894d-4c32-4cda-9c9c-8f293f1665b7,2989333,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wesselink, W.A.",Wesselink,W.A.,,0000000388954994,,,,,1994-09-15 12:00:00.0,1998-09-15 12:00:00.0,1e6d5492-dbd3-40fb-b94e-c3c20dde2c82,3068743,2024-03-27 23:58:08.329,15/09/94 → 15/09/98,Biomedical Signals and Systems,2f731de9-7d2c-4959-9abb-65a8d20c7841,2989674,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Wester, Rinse ",Wester,Rinse,,,,,,,2011-01-01 12:00:00.0 | 2015-01-01 12:00:00.0 | 2017-01-01 12:00:00.0 | 2017-04-20 12:00:00.0,2014-12-31 12:00:00.0 | 2015-12-31 12:00:00.0 | 2017-05-17 12:15:00.123 | 2017-06-30 12:00:00.0,49537cb2-11ce-4979-962a-1dfc7b8de98f,3056613,2023-11-01 23:51:06.558,1/01/11 → 31/12/14 | 1/01/15 → 31/12/15 | 1/01/17 → 17/05/17 | 20/04/17 → 30/06/17,Computer Architecture Design and Test for Embedded Systems,e5d45067-054d-4406-b2f3-461d1cead95c,2989971,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Westerbeek, Eiko Ysebrand",Westerbeek,Eiko Ysebrand,0000-0001-6884-0012,0000000502693733,,,,"Westerbeek, Eiko",2018-09-01 12:00:00.0 | 2020-01-01 12:00:00.0,2020-12-31 12:00:00.0 | 2021-01-01 12:00:00.0 | 2022-08-31 12:00:00.0 | 2022-08-31 21:30:29.108,b215471d-921d-4c56-91b2-b68aa78e51e4,56008372,2024-04-07 23:55:00.165,1/09/18 → 31/12/20 | 1/09/18 → 31/08/22 | 1/09/18 → 1/01/21 | 1/01/20 → 31/08/22,Biomedical and Environmental Sensorsystems,163069a8-7fef-4af7-b207-69559c1f9511 | 8903b5b4-05cb-4cb4-8a1b-294e7b03adf8,163006973 | 247291733,"Faculty of Electrical Engineering, Mathematics and Computer Science",9bf432ae-a131-425b-9893-a9c683a565f4
"Westerveld, Hugo J.",Westerveld,Hugo J.,,0000000452564895,,,,,2013-04-01 12:00:00.0,2017-03-31 12:00:00.0,98d8ba8b-0b08-4f23-8d1c-3d363ecaa01f,3071305,2024-04-01 23:51:46.862,1/04/13 → 31/03/17,Integrated Circuit Design,72e6492f-d9ef-4e6b-81fc-3e57907fc439,2989872,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
"Westerveld, T.H.W.",Westerveld,T.H.W.,,0000000394620683,,,,,1997-08-15 12:00:00.0,2002-08-01 12:00:00.0,98cdebed-2b0e-4af6-ba52-73b9d0b78a43,3073008,2024-01-29 23:52:33.182,15/08/97 → 1/08/02 | 15/08/97 → 1/08/02,Human Media Interaction | Taaltechnologie,094f9632-b0c4-4a3c-86df-4b5c085a4c05 | da7d35d2-b4de-4eee-856b-8008ee607e38,2989245 | 2989894,"Faculty of Electrical Engineering, Mathematics and Computer Science",e5bc997a-e26d-4329-a245-53fd922b32b4
