Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"Frounchi, Milad",Frounchi,Milad,,,,,2017-05-10 12:59:14.293,2022-12-15 00:44:30.763,3102751,,,,,
"Kenter, Wander ",Kenter,Wander,,,,,2017-05-10 12:59:14.237,2023-09-05 20:03:44.19,3102738,,,,,
"Jones, Valerie M.",Jones,Valerie M.,,"Jones, Valerie Margaret",,,2017-05-10 12:59:12.795,2024-03-11 23:52:26.251,3102419,0000000352073124,,,0000-0002-9412-4738,
"Masood, M.N.",Masood,M.N.,,,,,2017-05-10 12:59:12.464,2023-06-06 23:52:00.746,3102344,0000000392746362,331694565,,,
"Honda, N.",Honda,N.,,,,,2017-05-10 12:59:11.449,2022-12-15 00:44:23.711,3102098,,,,,
"Haartsen, J.C.",Haartsen,J.C.,,,,,2017-05-10 12:59:11.319,2024-02-22 23:51:47.289,3102071,0000000056559090,07941382X,,,
"Harmans, S.S.J.",Harmans,S.S.J.,,,,,2017-05-10 12:59:09.253,2022-12-15 00:44:17.838,3101581,,,,,
"Bidard, C.",Bidard,C.,,"Maschke-Bidard, C.","Bidard, Catherine","Bidard, C.",2017-05-10 12:59:09.196,2024-03-05 23:54:57.981,3101564,000000050629801X,,9236211000,0000-0003-0083-1448,
"Herber, S.",Herber,S.,,,,,2017-05-10 12:59:08.771,2024-02-08 23:53:28.959,3101478,000000039515862X,276864514,,,
"van Dijk, Joris David",van Dijk,Joris David,,,"van Dijk, Joris D.",,2017-05-10 12:59:08.12,2024-03-18 00:04:18.223,3101331,0000000506820621,,56248037500,0000-0001-7514-789X,
"Lüttge, Regina",Lüttge,Regina,https://www.linkedin.com/in/regina-luttge-26839617/ | https://www.researchgate.net/profile/Regina-Luttge/,,,,2017-05-10 12:59:07.497,2024-03-14 23:53:53.51,3101180,0000000360283789,308200896,6507567497,0000-0002-8486-5866,
"Reijsbergen, D.P.",Reijsbergen,D.P.,,,,,2017-05-10 12:59:07.04,2024-02-09 23:54:18.097,3101082,0000000393581459,328305855,,,
"Tauritz, J.L.",Tauritz,J.L.,,,,,2017-05-10 12:59:06.979,2022-12-15 00:44:11.842,3101072,,324178360,,,
"Lavric, Miha ",Lavric,Miha,,,,,2017-05-10 12:59:06.666,2024-02-29 23:55:53.754,3100995,,,57195038089,,
"de Jong, Machiel Pieter",de Jong,Machiel Pieter,,,"de Jong, Michel P.",,2017-05-10 12:59:06.24,2024-03-17 00:05:13.002,3100879,0000000389189112,,7201366890,,MESA+ Institute | Nano Electronics
"Maas, H.X.M.",Maas,H.X.M.,,,,,2017-05-10 12:59:05.888,2022-12-15 00:44:08.89,3100803,,,,,
"Chen, T.",Chen,T.,,,"Chen, Taolue",,2017-05-10 12:59:05.612,2023-11-08 23:55:05.726,3100722,0000000391170955,298063352,,,
"Abdel Kader, R.",Abdel Kader,R.,,,,,2017-05-10 12:59:04.745,2023-07-05 23:51:36.863,3100531,0000000393925194,307925900,,,
"Tibbe, Martijn Peter",Tibbe,Martijn Peter,,,"Tibbe, Martijn P.",,2017-05-10 12:59:04.22,2024-03-05 23:55:16.663,3100430,0000000502780263,,55313667400,,
"Jonker, Willem",Jonker,Willem,,,,,2017-05-10 12:59:04.083,2024-03-14 09:41:21.358,3100403,0000000114696625,,6602882116,,"Digital Society Institute | Semantics, Cybersecurity & Services"
"Gierkink, Sander Laurentius Johannes",Gierkink,Sander Laurentius Johannes,,,"Gierkink, Sander L.J.",,2017-05-10 12:59:03.807,2024-02-06 23:54:06.762,3100352,0000000390607318,,,,
"Westmijze, Mark",Westmijze,Mark,,,,,2017-05-10 12:59:02.591,2022-12-16 23:54:35.927,3100062,0000000395288475,33914145X,,,
"Svetovoy, Vitaly Borisovich",Svetovoy,Vitaly Borisovich,,,,"Svetovoy, Vitaly B.",2017-05-10 12:59:02.588,2024-02-27 23:54:34.165,3100059,,,6603579928,,
"Dekker, Stefan ",Dekker,Stefan,,,,,2017-05-10 12:59:01.207,2024-03-05 23:55:12.396,3099766,0000000506339993,,57189059970,,
"Marin-Perianu, Mihai",Marin-Perianu,Mihai,,,,,2017-05-10 12:59:00.081,2024-03-04 23:54:46.47,3099562,0000000388143577,296343765,15925879100,0000-0003-1413-2285,
"Garcia Garcia, Miguel",Garcia Garcia,Miguel,,,,,2017-05-10 12:58:59.943,2022-12-15 00:43:54.039,3099546,,,,,
"Kerkhoff, Hans Gerard",Kerkhoff,Hans Gerard,https://www.linkedin.com/in/hans-kerkhoff-b147054b/ | https://www.researchgate.net/profile/Hans-Kerkhoff,,"Kerkhoff, Hans G.",,2017-05-10 12:58:59.468,2024-03-18 23:50:55.292,3099435,0000000388256694,,,,
"Gueorguiev, S.R.",Gueorguiev,S.R.,,,,,2017-05-10 12:58:59.193,2022-12-15 00:43:52.109,3099364,,,,,
"Koopman, Daniëlle ",Koopman,Daniëlle,,,,,2017-05-10 12:58:58.761,2024-03-03 23:59:53.848,3099278,0000000502963748,,56667298500,,
"van der Linden, Heiko J.",van der Linden,Heiko J.,,,,,2017-05-10 12:58:57.873,2024-02-08 23:52:57.148,3099082,,304102792,,,
"Hoogsteen, Gerwin",Hoogsteen,Gerwin,,,,,2017-05-10 12:58:57.631,2024-02-27 23:55:34.131,3099014,0000000436368640,371260566,55616325000,0000-0002-5396-3682,Digital Society Institute | Mathematics of Operations Research
"van der Maas, M.C.",van der Maas,M.C.,,,,,2017-05-10 12:58:56.521,2022-12-15 00:43:44.688,3098743,,,,,
"van Nieuwkasteele, Jan William",van Nieuwkasteele,Jan William,https://www.linkedin.com/in/jan-van-nieuwkasteele-021693147/,,"van Nieuwkasteele, Jan W.",,2017-05-10 12:58:56.375,2024-02-13 00:04:03.015,3098709,0000000394399392,,,,"MESA+ Institute | Soft matter, Fluidics and Interfaces"
"Hendrikse, J.",Hendrikse,J.,,,,,2017-05-10 12:58:55.832,2024-03-12 23:50:33.422,3098564,0000000391842045,180407031,,,
"Zivkovic, Miroslav",Zivkovic,Miroslav,,,,,2017-05-10 12:58:55.796,2024-02-11 23:52:28.628,3098557,0000000396143622,34341953X,,,
"van Ruth, J.",van Ruth,J.,,,,,2017-05-10 12:58:54.743,2022-12-15 00:43:39.717,3098297,0000000387843942,270225072,,,
"Mahrof, D.H.",Mahrof,D.H.,,,,,2017-05-10 12:58:54.305,2023-07-11 00:09:54.111,3098190,0000000387643975,33006360X,,,
"Martinez Verdugo, J.M.",Martinez Verdugo,J.M.,,,,,2017-05-10 12:58:53.586,2022-12-15 00:43:37.093,3098025,0000000389199847,254837700,,,
"Sakamoto, K.",Sakamoto,K.,,,,,2017-05-10 12:58:53.565,2022-12-15 00:43:37.013,3098017,,,,,
"Muijzer-Witteveen, Heintje Johanna Berendina",Muijzer-Witteveen,Heintje Johanna Berendina,,"Witteveen, Heidi J.B.","Muijzer-Witteveen, H.J.B.",,2017-05-10 12:58:53.316,2024-03-05 23:51:00.997,3097960,0000000393362221,,6602445127,0000-0003-0562-9329,
"Wienk, Gerhardus J.M.",Wienk,Gerhardus J.M.,,,"Wienk, Gerard J.M.",,2017-05-10 12:58:52.904,2024-01-20 23:55:55.54,3097855,0000000393708667,,,,
"Schenk, Olga ",Schenk,Olga,,,,,2017-05-10 12:58:52.718,2023-08-16 23:53:46.567,3097810,,,,,
"Mikhael, Mina Raafat Mitry",Mikhael,Mina Raafat Mitry,,,"Mikhael, Mina R.M.",,2017-05-10 12:58:51.298,2022-12-15 23:58:33.411,3097449,0000000502806910,,,,
"Ochapski, Michal Witold",Ochapski,Michal Witold,,,,"Ochapski, Michal W.",2017-05-10 12:58:50.649,2023-12-13 00:02:53.95,3097302,0000000494161306,,,,
"Yang, Y.",Yang,Y.,,,,,2017-05-10 12:58:49.834,2024-01-30 23:55:53.427,3097101,,307945308,56517122100 (+1 more),,
"Franke, B.",Franke,B.,,,,,2017-05-10 12:58:49.023,2022-12-15 00:43:25.059,3096904,,,,,
"Bart, Jacob",Bart,Jacob,,,,,2017-05-10 12:58:48.374,2024-02-13 00:02:59.796,3096758,0000000390944971,321875796,,,
"van Meulen, Fokke Bastiaan",van Meulen,Fokke Bastiaan,https://www.linkedin.com/in/fokkevanmeulen/ | https://www.researchgate.net/profile/Fokke_Van_Meulen2,,"van Meulen , Fokke B.",,2017-05-10 12:58:48.307,2024-02-14 23:54:47.887,3096744,0000000388691629,345702212,55363478400,0000-0002-5486-9663,
"de Vries, Wouter Bastiaan",de Vries,Wouter Bastiaan,,,"de Vries, Wouter B.",,2017-05-10 12:58:47.854,2024-03-05 23:53:16.773,3096655,0000000503716562,,57190034208,,
"Sparreboom, Wouter",Sparreboom,Wouter,,,,,2017-05-10 12:58:47.277,2024-03-15 23:53:53.254,3096510,0000000387185249,,,,Integrated Devices and Systems
"Prokofyev, A.V.",Prokofyev,A.V.,,,,,2017-05-10 12:58:45.293,2022-12-15 00:43:15.441,3096010,,,,,
"Pawar, P.",Pawar,P.,,,,,2017-05-10 12:58:45.156,2023-12-15 23:53:06.812,3095979,0000000390372539,296588628,,,
"Dey, D.",Dey,D.,,,,,2017-05-10 12:58:44.139,2022-12-15 00:43:12.543,3095702,0000000388691135,239932234,,,
"Abelmann, Leon",Abelmann,Leon,http://leon.manucodiata.org,,,,2017-05-10 12:58:43.337,2024-03-12 23:54:41.48,3095503,0000000396381647,,6701807785,0000-0002-9733-1230,
"Gustafsson, F.B.R.",Gustafsson,F.B.R.,,,,,2017-05-10 12:58:42.707,2022-12-15 00:43:08.909,3095370,,,,,
"Hutten, Miriam Marie Rosé",Hutten,Miriam Marie Rosé,,,"Vollenbroek-Hutten, Miriam M.R.",,2017-05-10 12:58:42.152,2024-03-17 00:07:52.303,3095216,0000000387105608,,55919189100,0000-0001-8730-1487,Biomedical Signals and Systems
"Valkenburg, G.",Valkenburg,G.,,,,,2017-05-10 12:58:41.867,2023-07-20 16:24:11.232,3095157,0000000395513759,239291131,,,
"van den Berg, Fredericus Gerrit Brand",van den Berg,Fredericus Gerrit Brand,,,,,2017-05-10 12:58:40.699,2023-11-14 23:57:30.747,3094851,,370813669,,,
"Hermes, Dorothee C.",Hermes,Dorothee C.,,,,,2017-05-10 12:58:40.31,2024-02-11 23:54:39.358,3094760,0000000393523873,31560042X,,,
"Derks, W.L.A.",Derks,W.L.A.,,,,,2017-05-10 12:58:39.771,2022-12-15 00:43:01.188,3094656,000000039694039X,212842250,,,
"Siepel, Françoise Jeanette",Siepel,Françoise Jeanette,,,,,2017-05-10 12:58:39.611,2024-03-09 23:51:02.123,3094622,0000000486174326,,36605324700,0000-0002-8165-0034,Digital Society Institute | Robotics and Mechatronics | TechMed Centre
"Gilbert, Anneke Margaretha Maria",Gilbert,Anneke Margaretha Maria,,,,,2017-05-10 12:58:39.243,2024-01-01 21:30:38.5,3094532,,,,,Biomedical Signals and Systems | TechMed Centre
"Dresscher, Douwe",Dresscher,Douwe,https://www.linkedin.com/in/douwe-dresscher/ | https://www.researchgate.net/profile/Douwe-Dresscher,,,,2017-05-10 12:58:38.571,2024-02-11 23:55:08.909,3094354,0000000391790943,,55252771400,0000-0002-5315-9029,Digital Society Institute | Robotics and Mechatronics
"Spoor, Ruud Johannes Franciscus",Spoor,Ruud Johannes Franciscus,,,,,2017-05-10 12:58:37.763,2023-07-20 16:23:41.85,3094158,,,,,
"Saffarian, M.",Saffarian,M.,,,,,2017-05-10 12:58:37.609,2022-12-15 00:42:54.108,3094121,0000000395503024,334000920,,,
"Gholibeigi, Mozhdeh",Gholibeigi,Mozhdeh,https://www.linkedin.com/in/mozhdeh-gholibeigi-04a0b599/,,,,2017-05-10 12:58:37.16,2023-07-24 23:53:10.26,3094008,0000000452458566,,,,
"Drago, S.",Drago,S.,,,,,2017-05-10 12:58:36.421,2024-03-12 23:50:37.959,3093838,0000000391577288,324128843,,,
"Hassink, Gerrit Cornelis",Hassink,Gerrit Cornelis,,,"Hassink, Gerco",,2017-05-10 12:58:35.71,2024-02-11 00:00:21.032,3093649,0000000391203729,,57190662498,0000-0002-7196-200X,Clinical Neurophysiology | TechMed Centre
"Leferink, Anne Marijke",Leferink,Anne Marijke,,,,,2017-05-10 12:58:35.579,2024-03-05 23:55:39.266,3093626,0000000390009270,,55377325100,0000-0002-3765-8450,Applied Stem Cell Technologies | TechMed Centre
"Ramakers, G.J.A.",Ramakers,G.J.A.,,,,,2017-05-10 12:58:35.403,2024-02-23 23:52:52.637,3093589,,,,,
"Engel, Willem",Engel,Willem,,,,,2017-05-10 12:58:34.876,2022-12-15 00:42:46.864,3093458,,394919475,,,
"Veenstra, T.T.",Veenstra,T.T.,,,,,2017-05-10 12:58:33.904,2024-03-01 23:51:46.918,3093256,0000000392007586,226336115,,,
"Beekman, Pepijn",Beekman,Pepijn,,,,,2017-05-10 12:58:33.714,2024-02-09 23:54:11.993,3093227,000000050272857X,,56667603000,0000-0001-8401-9777,Medical Cell Biophysics
"Broenink, Johannes F.",Broenink,Johannes F.,,,"Broenink, Jan","Broenink, J.F.",2017-05-10 12:58:33.4,2024-01-28 23:56:50.467,3093162,0000000359539046,,6603158143,0000-0003-3039-3012,Digital Society Institute | Robotics and Mechatronics
"Leferink, Franciscus Bernardus Johannes",Leferink,Franciscus Bernardus Johannes,,,,"Leferink, Frank",2017-05-10 12:58:33.164,2024-03-17 00:00:16.527,3093106,0000000351529636,,,0000-0001-6299-0052,Digital Society Institute | Power Electronics
"Remke, Anne Katharina Ingrid",Remke,Anne Katharina Ingrid,,,"Remke, Anne K.I.","Remke, Anne",2017-05-10 12:58:32.901,2024-03-17 00:01:31.669,3093021,0000000390538180,,,,Mathematics of Operations Research
"Baaij, C.P.R.",Baaij,C.P.R.,,,,,2017-05-10 12:58:32.726,2024-01-29 00:01:21.295,3092973,0000000389080205,329320998,,,
"Molier, B.I.",Molier,B.I.,,,,,2017-05-10 12:58:32.642,2024-02-27 23:56:16.364,3092957,0000000387092923,330667351,25632679300,,
"Wombacher, Andreas ",Wombacher,Andreas,,,,,2017-05-10 12:58:32.265,2024-03-15 23:54:36.644,3092865,,,,,
"Chromik, Justyna Joanna",Chromik,Justyna Joanna,,,"Chromik, Justyna J.",,2017-05-10 12:58:31.688,2024-01-24 23:57:26.521,3092738,0000000458561935,,,0000-0003-1207-8967,
"Evers, S.",Evers,S.,,,,,2017-05-10 12:58:30.32,2022-12-15 00:42:35.543,3092435,0000000394041964,310316448,,,
"van Rein, H.",van Rein,H.,,,,,2017-05-10 12:58:30.025,2022-12-15 00:42:34.539,3092363,000000039240512X,213343657,,,
"Smit, J.P.A.",Smit,J.P.A.,,,,,2017-05-10 12:58:29.69,2024-01-07 00:01:27.163,3092283,0000000390863071,153747358,,,
"Kroon, G.V.",Kroon,G.V.,,,,,2017-05-10 12:58:29.022,2022-12-15 00:42:31.835,3092121,,,,,
"Marani, Enrico",Marani,Enrico,https://www.linkedin.com/in/enrico-marani-30229025/ | https://www.researchgate.net/profile/Enrico-Marani,,,,2017-05-10 12:58:28.772,2024-03-14 00:00:02.711,3092063,0000000066631439,,,,
"Hietanen, J.",Hietanen,J.,,,,,2017-05-10 12:58:28.111,2022-12-15 00:42:29.478,3091947,0000000394119960,33015043X,,,
"Fink, Jiří",Fink,Jiří,,,,"Fink, Jiří",2017-05-10 12:58:27.515,2023-10-05 23:59:15.618,3091807,,387210601,,,
"Gemesi, R.",Gemesi,R.,,,,,2017-05-10 12:58:27.402,2023-03-03 23:54:09.152,3091792,0000000389747380,314422633,,,
"van Werkhoven, Gertjan Henri Christiaan",van Werkhoven,Gertjan Henri Christiaan,,,,,2017-05-10 12:58:27.115,2023-01-01 21:30:48.786,3091722,,,,,Radio Systems
"Hiemstra, Djoerd",Hiemstra,Djoerd,,,,,2017-05-10 12:58:26.818,2024-02-27 23:53:25.21,3091652,0000000396045870,,35582859500,,
"Bösch, C.T.",Bösch,C.T.,,,,,2017-05-10 12:58:25.928,2024-02-19 23:53:11.611,3091419,,344390543,,,
"Inacio, Ana Ines",Inacio,Ana Ines,,,,,2017-05-10 12:58:25.328,2022-12-15 00:42:22.076,3091260,,,,,
"Buitenweg, Jan R.",Buitenweg,Jan R.,,,,,2017-05-10 12:58:24.959,2024-03-05 23:53:35.717,3091194,0000000394493776,,6602126344,0000-0002-2531-3981,Biomedical Signals and Systems | TechMed Centre
"Geuns, S.J.",Geuns,S.J.,,,,,2017-05-10 12:58:24.603,2023-06-25 23:55:57.926,3091134,0000000397156951,338088997,,,
"Karimzadeh Motallebi Azar, Morteza",Karimzadeh Motallebi Azar,Morteza,https://www.linkedin.com/in/morteza-karimzadeh-92064087/,,"Karimzadeh, Morteza ",,2017-05-10 12:58:24.163,2023-11-05 23:54:15.776,3091019,0000000436367277,371364167,56448861400,0000-0001-9139-2932,
"Holsheimer, Jan",Holsheimer,Jan,,,,,2017-05-10 12:58:23.39,2024-03-14 23:58:55.717,3090845,000000038981191X,068033893,,,
"Schoot Uiterkamp, Martijn Hermannus Hendrik",Schoot Uiterkamp,Martijn Hermannus Hendrik,https://www.linkedin.com/in/mhhschootuiterkamp/,,"Schoot Uiterkamp, Martijn H.H.","Schoot Uiterkamp, Martijn H.H.",2017-05-10 12:58:22.892,2024-02-27 23:52:24.187,3090723,0000000501780229,,,0000-0002-8125-0479,
"de Oliveira Schmidt, Ricardo ",de Oliveira Schmidt,Ricardo,,,,,2017-05-10 12:58:22.785,2024-02-26 23:53:07.232,3090701,0000000393559016,,,,
"Cardoso de Santanna, José Jair",Cardoso de Santanna,José Jair,http://jairsantanna.com,,,"Santanna, Jair",2017-05-10 12:58:22.586,2024-03-03 23:59:53.072,3090656,000000045247462X,387509410,,,Design and Analysis of Communication Systems
"Borgerink, Dian",Borgerink,Dian,,,,,2017-05-10 12:58:22.211,2024-03-04 23:55:23.481,3090568,,384057489,,,
"Andersson, Helene",Andersson,Helene,,,,,2017-05-10 12:58:22.2,2024-02-21 23:54:17.432,3090562,0000000385418512,308205790,,,
"van Hoesel, L.F.W.",van Hoesel,L.F.W.,,,,,2017-05-10 12:58:21.534,2024-01-29 23:52:49.555,3090429,0000000387935417,248723812,,,
"Kelkboom, E.J.C.",Kelkboom,E.J.C.,,,,,2017-05-10 12:58:20.859,2024-01-03 00:00:54.956,3090289,000000039690169X,323478956,,,
"Russcher, Klaas Jan",Russcher,Klaas Jan,,,,,2017-05-10 12:58:20.563,2022-12-15 00:42:10.374,3090226,,,,,
"Uzun, Yigitcan ",Uzun,Yigitcan,,,,,2017-05-10 12:58:19.567,2024-03-02 23:53:55.702,3089967,0000000502783683,,,0000-0001-9756-0319,
"Kortier, Henk G.",Kortier,Henk G.,https://www.linkedin.com/in/hkortier/,,,,2017-05-10 12:58:19.104,2024-03-02 23:56:25.41,3089853,0000000394025411,339861185,,0000-0002-6736-0540,
"Ficuciello, F.",Ficuciello,F.,,,,,2017-05-10 12:58:18.705,2023-06-28 23:57:35.016,3089755,,,,,
"Nonnekes, Johan Hendrik",Nonnekes,Johan Hendrik,https://www.linkedin.com/in/jorik-nonnekes-164668105/,,"Nonnekes, Jorik",,2017-05-10 12:58:17.192,2024-03-18 23:55:04.868,3089390,0000000452833055,,,0000-0003-2434-1427,
"Witteveen, Haye Ype",Witteveen,Haye Ype,,,,,2017-05-10 12:58:16.679,2023-09-20 23:52:52.084,3089284,,,,,
"Reiling, Mark ",Reiling,Mark,,,,,2017-05-10 12:58:16.672,2024-03-08 23:50:36.54,3089262,0000000503804562,,,,
"Oude Alink, Mark Stefan",Oude Alink,Mark Stefan,https://icd.el.utwente.nl/persons/index.php?id=271 | https://scholar.google.nl/citations?user=WXSYBtgAAAAJ | https://www.linkedin.com/in/mark-oude-alink-a7b87317/ | https://www.researchgate.net/profile/Ms_Oude_Alink2 | https://www.scopus.com/authid/detail.uri?authorId=26635773000,,,,2017-05-10 12:58:16.495,2024-03-04 23:56:24.839,3089219,000000039220431X,,26635773000,0000-0001-7040-333X,Digital Society Institute | Integrated Circuit Design | MESA+ Institute
"Loessberg-Zahl, Joshua Taylor",Loessberg-Zahl,Joshua Taylor,,,"Loessberg-Zahl, Joshua T.",,2017-05-10 12:58:16.269,2024-03-16 23:54:17.198,3089168,0000000502964660,,57189898661,0000-0002-4491-5179,Biomedical and Environmental Sensorsystems
"van den Steen, L.",van den Steen,L.,,,,,2017-05-10 12:58:16.172,2022-12-15 00:41:59.254,3089160,,,,,
"Pinedo, Herbert Michael",Pinedo,Herbert Michael,,,,,2017-05-10 12:58:15.907,2023-07-20 16:22:14.682,3089103,,,,,
"Bolte, Benjamin",Bolte,Benjamin,https://www.linkedin.com/in/benbolte/,,,,2017-05-10 12:58:15.317,2024-01-12 23:51:43.171,3088973,0000000445252391,,,,
"Roolvink, S.",Roolvink,S.,,,,,2017-05-10 12:58:15.192,2022-12-15 00:41:56.814,3088939,0000000388029248,328961418,,,
"Verholen, A.G.B.J.",Verholen,A.G.B.J.,,,,,2017-05-10 12:58:15.049,2023-03-20 00:55:09.987,3088914,0000000391208861,315954183,,,
"Pennathur, Sumita",Pennathur,Sumita,,,,,2017-05-10 12:58:14.955,2024-03-15 23:50:57.69,3088900,,331009501,,,
"Mayagoitia, R.E.",Mayagoitia,R.E.,,,,,2017-05-10 12:58:14.769,2024-03-14 00:03:23.493,3088844,,,,,
"Dilu George Mathew, Dilu",Dilu George Mathew,Dilu,,,"Mathew, Dilu G.",,2017-05-10 12:58:14.479,2024-02-09 23:51:20.511,3088769,0000000502635293,,,0000-0001-7903-6695,
"Berasaluce Velez de Mendizabal, Aitor",Berasaluce Velez de Mendizabal,Aitor,,,,,2017-05-10 12:58:13.811,2022-12-15 00:41:53.167,3088629,,,,,
"Dam, T.V.A.",Dam,T.V.A.,,,,,2017-05-10 12:58:12.293,2023-11-20 23:57:03.582,3088274,0000000391426930,308190122,,,
"Mansour, O.",Mansour,O.,,,,,2017-05-10 12:58:11.63,2022-12-15 00:41:47.477,3088123,0000000397018807,292063997,,,
"Ibrahim, Ahmed Mohammed Youssef",Ibrahim,Ahmed Mohammed Youssef,,,,,2017-05-10 12:58:11.35,2024-02-11 23:54:22.469,3088031,,391010891,,,
"Lijding, M.E.M.",Lijding,M.E.M.,,,,,2017-05-10 12:58:11.006,2023-09-23 23:51:11.465,3087949,0000000395222476,24149740X,,,
"Amitonov, Sergei Vladimirovich",Amitonov,Sergei Vladimirovich,https://www.linkedin.com/in/sergey-amitonov-627234138/ | https://www.researchgate.net/profile/Sergey-Amitonov,,"Amitonov, Sergey V.",,2017-05-10 12:58:10.629,2024-03-14 23:57:02.883,3087857,0000000512778693,,,0000-0002-3562-8426,
"Wensink, Hendrik",Wensink,Hendrik,https://www.linkedin.com/in/henk-wensink-a160b03/,,"Wensink, Henk",,2017-05-10 12:58:10.414,2024-02-27 23:51:01.238,3087797,0000000130127879,238429628,,,
"Nichols, K.P.F.",Nichols,K.P.F.,,,,,2017-05-10 12:58:09.961,2023-12-16 23:53:57.699,3087694,0000000389208256,313975434,,,
"Verstraelen, Martinus Johannes Wilhelmina",Verstraelen,Martinus Johannes Wilhelmina,https://www.linkedin.com/in/math-verstraelen-962a883/ | https://www.researchgate.net/profile/Math-Verstraelen,,"Verstraelen, Math J.W.",,2017-05-10 12:58:09.586,2023-10-12 10:00:44.935,3087594,0000000452491649,,,0000-0001-9107-4977,
"Yuan, Tao",Yuan,Tao,,,,,2017-05-10 12:58:09.496,2023-11-23 23:59:21.52,3087587,,393451437,,,
"Kranenburg- de Lange, D.J.B.A.",Kranenburg- de Lange,D.J.B.A.,,,,,2017-05-10 12:58:08.782,2022-12-15 00:41:40.168,3087420,,,,,
"de Wit, Florens Frans",de Wit,Florens Frans,,,,,2017-05-10 12:58:08.509,2024-03-08 23:54:10.584,3087357,0000000503352017,,,0000-0002-2315-6935,Datamanagement & Biometrics
"Smits, Sander M.",Smits,Sander M.,https://www.linkedin.com/in/sander-smits-53698a45,,,,2017-05-10 12:58:08.183,2024-01-11 23:56:51.294,3087288,0000000388522219,,,,Digital Society Institute | Robotics and Mechatronics
"Vlaskamp - Timmerman, Johanneke Gerdien",Vlaskamp - Timmerman,Johanneke Gerdien,,"Vlaskamp-Timmerman, J.G.",,"Timmerman, Josien G.",2017-05-10 12:58:07.564,2024-01-15 23:52:05.403,3087142,0000000419512516,,56532382500,0000-0003-2290-6973,Biomedical Signals and Systems
"Korevaar, C.W.",Korevaar,C.W.,,,"Korevaar, C. Willem",,2017-05-10 12:58:05.927,2023-10-10 23:53:55.542,3086768,0000000436360024,370627660,,,
"Meireles Ferreira Cabrita, Ana Miriam",Meireles Ferreira Cabrita,Ana Miriam,,,,"Cabrita, Miriam",2017-05-10 12:58:05.785,2024-02-24 23:55:07.239,3086742,0000000452605298,,,,
"Shrestha, Rameswor",Shrestha,Rameswor,,,,,2017-05-10 12:58:05.168,2023-12-22 23:56:20.552,3086602,0000000391869301,317886843,,,
"Fintschenko, Y.",Fintschenko,Y.,,,,,2017-05-10 12:58:05.107,2023-11-06 23:53:17.886,3086589,0000000387723553,314572473,,,
"Evers, L.",Evers,L.,,,,,2017-05-10 12:58:03.755,2023-09-18 00:05:00.138,3086310,0000000391580751,28240662X,,,
"Stegenga, Jan",Stegenga,Jan,,,,,2017-05-10 12:58:03.56,2024-03-10 23:52:35.444,3086254,0000000393387912,315975873,55861804100,,
"Nikamp - Simons, Corien Diana Maria",Nikamp - Simons,Corien Diana Maria,,"Nikamp-Simons, Corien","Nikamp-Simons, Corien D.M.","Nikamp-Simons, C.D.M.",2017-05-10 12:58:03.55,2024-02-21 23:56:45.274,3086240,0000000419464008,,57074076000,,Biomedical Signals and Systems
"Wassenaar, R.F.",Wassenaar,R.F.,,,,,2017-05-10 12:58:03.147,2024-02-26 23:51:53.729,3086174,0000000396312238,117471917,,,
"Gardeniers, Johannes G.E.",Gardeniers,Johannes G.E.,http://mcs.tnw.utwente.nl,"Gardeniers, H.J.G.E.","Gardeniers, J.G.E.","Gardeniers, H.",2017-05-10 12:58:02.696,2024-03-15 23:51:21.49,3086075,000000039061506X,,6602931035 (+3 more),0000-0003-0581-2668,MESA+ Institute | Mesoscale Chemical Systems
