Name,Last name,First name(s),Links,Former name,Known as name,Default publishing name,Created date,Last modified date,Pure ID,ISNI,Digital author ID,Scopus Author ID,ORCID,Organisational unit name
"van der Scheer, A.B.",van der Scheer,A.B.,,,,,2017-05-10 12:55:35.351,2022-12-15 00:34:00.33,3051074,,,,,
"Waarsing, J.H.",Waarsing,J.H.,,,,,2017-05-10 12:55:34.131,2022-12-15 00:33:55.344,3050732,0000000390889407,29779390X,,,
"Ali, Ghazanfar",Ali,Ghazanfar,https://www.linkedin.com/in/ghazanfar-ali-y1986/ | https://www.researchgate.net/profile/Ghazanfar-Ali-4,,,,2017-05-10 12:55:34.103,2024-02-12 23:57:57.983,3050718,0000000512486543,,,,
"Habib, Mena Badieh",Habib,Mena Badieh,,,,,2017-05-10 12:55:33.641,2024-02-11 23:54:34.468,3050608,,,39261533500,,
"Goedbloed, M.H.",Goedbloed,M.H.,,,,,2017-05-10 12:55:33.12,2023-11-27 23:55:22.18,3050453,0000000393860853,306186535,,,
"Widya, I.A.",Widya,I.A.,,,"Widya, Ing A.",,2017-05-10 12:55:33.018,2024-01-01 23:53:32.939,3050423,0000000397205151,073306916,,,
"van der Donk, A.G.H.",van der Donk,A.G.H.,,,,,2017-05-10 12:55:32.561,2024-03-14 00:02:58.892,3050316,0000000388756314,097557943,,,
"Jansen, P.G.",Jansen,P.G.,,,,,2017-05-10 12:55:31.939,2024-03-17 23:53:35.911,3050152,0000000393239100,073697745,,,
"Held, Jeremia Philipp Oskar",Held,Jeremia Philipp Oskar,,,"Held, Jeremia P.",,2017-05-10 12:55:29.338,2024-03-02 23:55:25.501,3049506,0000000502951077,,,0000-0001-5373-2000,
"Ehrenburg, H.H.",Ehrenburg,H.H.,,,,,2017-05-10 12:55:29.153,2022-12-15 00:33:38.645,3049450,,,,,
"Evenhuis, A.F.",Evenhuis,A.F.,,,,,2017-05-10 12:55:28.74,2023-07-20 16:10:30.245,3049372,,,,,
"Molenkamp, Egbert",Molenkamp,Egbert,,,,,2017-05-10 12:55:28.468,2023-11-30 21:30:10.781,3049308,,,,,
"Xie, Y.",Xie,Y.,,,,,2017-05-10 12:55:28.215,2024-01-26 03:00:52.229,3049224,,,,,
"Evers, H.G.",Evers,H.G.,,,,,2017-05-10 12:55:28.086,2022-12-15 00:33:35.234,3049211,,,,,
"Frieswijk, T.A.",Frieswijk,T.A.,,,,,2017-05-10 12:55:27.46,2023-07-29 23:54:02.155,3049049,,310310512,,,
"Thomsen, M.",Thomsen,M.,,,,,2017-05-10 12:55:27.375,2022-12-15 00:33:32.66,3049030,,,,,
"Mulder, Nanno J.",Mulder,Nanno J.,,,,,2017-05-10 12:55:27.126,2023-12-06 23:55:19.818,3048958,0000000389510885,069775893,,,
"van der Heijden, Ferdinand",van der Heijden,Ferdinand,,,,,2017-05-10 12:55:26.494,2024-03-15 23:56:23.893,3048790,0000000116214028,,7003468655,0000-0001-8065-8053,Robotics and Mechatronics
"Frimat, Jean-Philippe",Frimat,Jean-Philippe,,,,,2017-05-10 12:55:25.578,2024-03-11 23:53:02.351,3048560,0000000391989848,339353783,35315388400,,
"Brauns, Matthias",Brauns,Matthias,https://www.linkedin.com/in/dr-matthias-dobler-9449b411b/ | https://www.researchgate.net/profile/Matthias-Dobler,"Dobler, Matthias","Dobler-Brauns, Matthias",,2017-05-10 12:55:25.46,2024-01-31 23:55:11.812,3048507,0000000436368560,371259363,,,
"van der Vet, Paul Erik",van der Vet,Paul Erik,,,,,2017-05-10 12:55:24.556,2024-03-17 00:12:48.309,3048270,,,,,
"Gümüscü Sefünc, Burcu ",Gümüscü Sefünc,Burcu,http://blogs.rsc.org/lc/author/gumuscub/,,"Gumuscu, Burcu",,2017-05-10 12:55:24.405,2024-02-11 23:57:05.391,3048226,0000000513518586,,57203296384 (+1 more),0000-0003-4843-4724,
"Bruis, R.",Bruis,R.,,,,,2017-05-10 12:55:23.911,2022-12-15 00:33:20.339,3048123,,,,,
"Tregouet, Corentin Benoit Marie",Tregouet,Corentin Benoit Marie,,,,"Tregouet, Corentin B.M.",2017-05-10 12:55:21.871,2024-02-28 23:56:10.609,3047564,,,,,
"Liu, C.",Liu,C.,,,"Liu, Chanjuan",,2017-05-10 12:55:21.475,2024-03-01 23:53:33.468,3047474,0000000419497782,343683563,,,
"Boersma, J.H.",Boersma,J.H.,,,,,2017-05-10 12:55:20.627,2023-06-06 23:55:43.253,3047245,,,,,
"Huq, M.R.",Huq,M.R.,,,,,2017-05-10 12:55:20.378,2023-01-31 23:51:00.838,3047168,0000000390539589,334151791,,,
"Liu, Hao",Liu,Hao,,,,,2017-05-10 12:55:18.89,2024-03-11 23:54:25.263,3046772,,344827070,,,
"de Vreede, Lennart",de Vreede,Lennart,,,,,2017-05-10 12:55:18.826,2024-02-09 23:56:00.801,3046758,0000000419502078,354927701,,,
"Kerzerho, V.A.",Kerzerho,V.A.,,,,,2017-05-10 12:55:18.516,2022-12-15 00:32:59.516,3046682,,339507888,,,
"Blaakmeer, S.C.",Blaakmeer,S.C.,,,,,2017-05-10 12:55:18.437,2024-02-21 23:55:57.38,3046665,0000000395301879,317882805,,,
"Garakoui, S.K.",Garakoui,S.K.,,,,,2017-05-10 12:55:17.831,2024-02-07 23:58:40.733,3046505,0000000396517858,331693801,,,
"van Dorp, Henriëtte",van Dorp,Henriëtte,,,,,2017-05-10 12:55:17.256,2022-12-17 23:59:41.642,3046336,0000000393750267,33923086X,,,
"Patrascu, M.",Patrascu,M.,,,,,2017-05-10 12:55:17.032,2023-05-24 00:05:57.765,3046278,0000000395227074,298180219,,,
"Banerjee, Tamalika",Banerjee,Tamalika,,,,,2017-05-10 12:55:16.487,2024-01-31 23:52:42.764,3046140,0000000419426597,312985533,,,
"Beekwilder, J.P.",Beekwilder,J.P.,,,,,2017-05-10 12:55:16.451,2024-02-06 23:56:55.239,3046133,0000000391745771,310474930,,,
"Sijyeniyo, Jean-Michel ",Sijyeniyo,Jean-Michel,,,,,2017-05-10 12:55:15.982,2022-12-15 00:32:50.871,3046017,,,,,
"Beugelaar, G.B.",Beugelaar,G.B.,,,,,2017-05-10 12:55:15.392,2024-03-04 23:53:23.561,3045839,0000000393619023,31435915X,,,
"Banos Legran, Oresti",Banos Legran,Oresti,https://www.linkedin.com/in/orestib/ | https://www.researchgate.net/profile/Oresti-Banos,,"Banos, Oresti",,2017-05-10 12:55:14.659,2024-03-02 23:59:00.11,3045682,0000000512773526,,36917853400,0000-0001-5434-4253,
"Garde Martinez, Ainara",Garde Martinez,Ainara,,,,,2017-05-10 12:55:14.652,2024-02-29 23:54:39.815,3045677,0000000502778710,,23970769300,0000-0002-9503-6908,
"Rode, Henning",Rode,Henning,,,,,2017-05-10 12:55:14.627,2024-01-07 23:53:24.634,3045670,0000000391589350,313879095,,,
"Purushothaman, Vijaya Kumar",Purushothaman,Vijaya Kumar,,,,,2017-05-10 12:55:14.512,2024-03-18 00:07:55.417,3045647,0000000502806988,,,,
"Bult, Klaas",Bult,Klaas,,,,,2017-05-10 12:55:12.949,2024-01-01 23:53:05.051,3045274,0000000391962020,073301469,,,
"van den Broek, Dirk-Jan",van den Broek,Dirk-Jan,,,,,2017-05-10 12:55:12.829,2024-03-13 23:58:50.663,3045239,0000000443958307,383732646,,,
"Goodall, E.V.",Goodall,E.V.,,,,,2017-05-10 12:55:12.696,2023-04-03 23:58:14.638,3045217,0000000390655651,310400473,,,
"Wiggers, M.H.",Wiggers,M.H.,,,,,2017-05-10 12:55:11.196,2024-02-06 23:54:27.408,3044882,0000000391557826,288123107,,,
"van der Schoot, B.H.",van der Schoot,B.H.,,,,,2017-05-10 12:55:09.532,2024-01-23 23:59:20.32,3044510,0000000387934078,072444967,,,
"Roebbers, Herman",Roebbers,Herman,,,,,2017-05-10 12:55:09.393,2023-03-12 23:54:22.869,3044469,0000000391025387,118891316,,,
"Schwirtz, Marcellinus H.",Schwirtz,Marcellinus H.,,,,,2017-05-10 12:55:08.979,2023-09-05 21:36:06.297,3044378,,,,,Digital Society Institute | Robotics and Mechatronics
"Stienstra, A.",Stienstra,A.,,,,,2017-05-10 12:55:08.87,2022-12-15 00:32:26.264,3044342,,,,,
"Rozijn, T.H.",Rozijn,T.H.,,,,,2017-05-10 12:55:08.302,2022-12-15 00:32:23.683,3044187,000000039502797X,171632737,,,
"Albers, B.A.",Albers,B.A.,,,,,2017-05-10 12:55:07.964,2022-12-15 00:32:22.348,3044107,,,,,
"Le Gac, Severine",Le Gac,Severine,,,,,2017-05-10 12:55:07.664,2024-03-13 23:53:31.603,3044007,000000011668314X,,6602939738,0000-0002-4546-6184,Applied Microfluidics for BioEngineering Research | TechMed Centre
"Struwe, D.P.",Struwe,D.P.,,,,,2017-05-10 12:55:07.593,2022-12-15 00:32:20.566,3043991,,,,,
"Munoz, J.",Munoz,J.,,,,,2017-05-10 12:55:07.509,2023-11-22 23:51:09.177,3043973,,,,,
"de Krijger, M.J.",de Krijger,M.J.,,,,,2017-05-10 12:55:07.511,2022-12-15 00:32:20.15,3043972,,,,,
"Franken, H.M.",Franken,H.M.,,"Franken, Hendrik Marinus","Franken, Henry M.",,2017-05-10 12:55:07.366,2024-02-11 23:51:54.614,3043941,0000000389334180,120525607,,,
"Zilvold, Gerrit",Zilvold,Gerrit,,,,,2017-05-10 12:55:06.803,2024-03-15 23:58:33.703,3043843,0000000391660057,069876231,,,
"Masa, P.",Masa,P.,,,,,2017-05-10 12:55:06.772,2022-12-15 00:31:57.454,3043834,0000000393483146,135747309,,,
"Wijbrans, K.C.J.",Wijbrans,K.C.J.,,,,,2017-05-10 12:55:06.675,2023-09-10 23:54:35.227,3043814,0000000393075417,108032167,,,
"Willemsen, A.T.M.",Willemsen,A.T.M.,,"Willemsen, Antonius Theodorus Maria",,"Willemsen, Antoon T.M.",2017-05-10 12:55:06.598,2024-03-12 23:53:47.354,3043802,0000000392265518,074965301,,,
"van der Heide, G.G.",van der Heide,G.G.,,,,,2017-05-10 12:55:06.565,2023-11-29 23:56:53.875,3043792,,310399548,,,
"Welch, P.H.",Welch,P.H.,,,,,2017-05-10 12:55:06.52,2022-12-15 00:31:56.46,3043786,,,,,
"Tiernego, Martin",Tiernego,Martin,,,,,2017-05-10 12:55:06.496,2023-10-31 23:53:36.896,3043778,0000000390334997,074626914,,,
"Slump, Cornelis Herman",Slump,Cornelis Herman,,,,,2017-05-10 12:55:06.361,2024-03-17 23:57:47.473,3043722,0000000393152451,,7004162995,,
"Warmerdam, Leo",Warmerdam,Leo,,,,,2017-05-10 12:55:06.295,2024-02-14 23:54:19.677,3043714,0000000388985627,075042274,,,
"Gerez, Sabih H.",Gerez,Sabih H.,,,,,2017-05-10 12:55:06.056,2024-02-10 23:53:12.612,3043631,0000000034542036,,,0000-0003-4576-121X,Computer Architecture Design and Test for Embedded Systems | Digital Society Institute
"Smit, Gerardus J.M.",Smit,Gerardus J.M.,,,"Smit, Gerard J.M.",,2017-05-10 12:55:05.179,2024-03-12 23:51:00.861,3043431,0000000393190749,,7102928430,0000-0002-8595-0106,
"Müller, Moritz Christian",Müller,Moritz Christian,,,"Müller, Moritz",,2017-05-10 12:55:04.882,2024-03-18 23:54:07.457,3043357,0000000503609089,,,,Design and Analysis of Communication Systems | Digital Society Institute
"Darvishi, M.",Darvishi,M.,,,,,2017-05-10 12:55:04.711,2024-02-10 23:52:31.106,3043317,0000000396406007,342945521,,,
"Nauta, Bram",Nauta,Bram,,,,,2017-05-10 12:55:04.292,2024-03-19 13:45:52.366,3043189,0000000084102266,,7004450761 (+1 more),0000-0001-6790-5873,Digital Society Institute | Integrated Circuit Design
"Paulides, Tim",Paulides,Tim,,,,,2017-05-10 12:55:02.4,2024-01-13 23:57:24.216,3042682,,,,,
"Bults, Richard G.A.",Bults,Richard G.A.,,,,,2017-05-10 12:55:02.241,2024-01-01 23:52:50.298,3042634,0000000396638414,,,,Managing Director
"Nijboer, Femke",Nijboer,Femke,,,,,2017-05-10 12:55:01.82,2024-03-18 23:55:12.187,3042482,0000000058752820,,,0000-0002-4552-4137,Biomedical Signals and Systems | Digital Society Institute | TechMed Centre
"Drago, Idilio",Drago,Idilio,,,,,2017-05-10 12:55:01.693,2024-02-06 23:50:57.077,3042468,0000000395111311,327300175,,,
"Khorasani, Amirmahyar ",Khorasani,Amirmahyar,,,,,2017-05-10 12:55:01.62,2024-03-18 00:07:47.343,3042455,,,,,
"Besselink, G.A.J.",Besselink,G.A.J.,,,,,2017-05-10 12:55:01.499,2024-03-11 23:50:33.527,3042408,0000000393975749,12642649X,,,
"de Kruif, B.J.",de Kruif,B.J.,,,,,2017-05-10 12:55:01.292,2024-02-22 00:03:12.512,3042367,0000000395339674,264817397,,0000-0003-0086-0484,
"Droog, Adriaan ",Droog,Adriaan,,,"Droog, Ed",,2017-05-10 12:55:00.838,2024-02-19 23:52:55.233,3042245,0000000394337095,,,,
"Dubsky, Pavel",Dubsky,Pavel,,,,,2017-05-10 12:55:00.621,2023-12-18 23:57:30.411,3042182,000000039329648X,339038055,6603621822,,
"van de Wall, Bryan Joost Marinus",van de Wall,Bryan Joost Marinus,,,"van de Wall, Bryan J.M.",,2017-05-10 12:55:00.424,2024-01-26 23:56:14.97,3042142,0000000442892596,376032685,,0000-0003-1882-8626,
"Visser, Ludo Christian",Visser,Ludo Christian,https://www.linkedin.com/in/ludovisser/,,"Visser, Ludo C.",,2017-05-10 12:55:00.123,2024-03-12 23:52:56.118,3042061,0000000419540912,357469992,,,
"Arkesteijn, V.J.",Arkesteijn,V.J.,,,,,2017-05-10 12:54:59.51,2023-11-08 23:58:03.286,3041894,000000039322841X,314406328,,,
"Fung, Lik San Nick",Fung,Lik San Nick,,"Fung, L.S.N.","Fung, Nick L.S.",,2017-05-10 12:54:58.775,2024-02-13 23:58:58.815,3041679,0000000443739411,380709686,,,
"Meel-van den Abeelen, Aisha Sadie Sade",Meel-van den Abeelen,Aisha Sadie Sade,https://www.linkedin.com/in/aisha-meel-van-den-abeelen-371b6526/,"van den Abeelen, Aisha Sadie Sade","Meel-van den Abeelen, Aisha",,2017-05-10 12:54:58.759,2024-03-05 23:53:02.311,3041663,0000000452566903,385931131,55444892800,,
"Sim, W.Y.",Sim,W.Y.,,,,,2017-05-10 12:54:58.444,2022-12-15 00:26:41.555,3041591,,,,,
"Rollo, Serena ",Rollo,Serena,,,,,2017-05-10 12:54:57.335,2024-02-09 23:56:19.615,3041319,0000000502654080,,,,
"Lee, Yunjae",Lee,Yunjae,,"Lee, Y.J.",,,2017-05-10 12:54:57.295,2024-01-04 11:27:23.403,3041302,0000000393619867,329606689,,,
"de Sá Vivas, Aisen Gabriel",de Sá Vivas,Aisen Gabriel,https://www.linkedin.com/in/aisen-vivas/ | https://www.researchgate.net/profile/Aisen-Vivas,,"Vivas, Aisen",,2017-05-10 12:54:57.143,2024-03-05 23:54:44.032,3041280,0000000502354440,,,0000-0003-1721-8682,
"van Vliet, Frank Edward",van Vliet,Frank Edward,,,"van Vliet, Frank E.",,2017-05-10 12:54:56.643,2024-03-04 23:50:40.541,3041168,0000000139720206,,,,Integrated Circuit Design
"Welleweerd, Marcel Klaas",Welleweerd,Marcel Klaas,,,,,2017-05-10 12:54:56.322,2024-03-09 23:51:26.586,3041097,0000000502698964,,57193141705,,
"Blomer, T.G.",Blomer,T.G.,,,,,2017-05-10 12:54:56.218,2022-12-15 00:23:30.98,3041082,,,,,
"Bekkink, J.W.",Bekkink,J.W.,,,,,2017-05-10 12:54:55.933,2022-12-15 00:22:43.761,3041024,,,,,
"den Besten, C.",den Besten,C.,,,,,2017-05-10 12:54:55.819,2023-04-29 23:57:05.808,3040999,,,,,
"van den Brink, Floris Teunis Gerardus",van den Brink,Floris Teunis Gerardus,,,,,2017-05-10 12:54:54.763,2024-03-06 23:55:23.855,3040775,,,,,
"Rijns, J.J.F.",Rijns,J.J.F.,,,,,2017-05-10 12:54:54.436,2023-01-15 23:57:44.323,3040712,0000000389679242,080443567,,,
"Mulder, A.J.",Mulder,A.J.,,,,,2017-05-10 12:54:54.263,2023-11-28 23:58:46.137,3040659,0000000397004317,080221610,,,
"Rijkhoff, N.J.M.",Rijkhoff,N.J.M.,,,,,2017-05-10 12:54:54.178,2023-12-19 23:57:03.931,3040642,,152031243,,,
"Bratov, A.",Bratov,A.,,,,,2017-05-10 12:54:53.866,2022-12-15 00:19:37.711,3040580,,,,,
"de Haan, P.E.",de Haan,P.E.,,,,,2017-05-10 12:54:53.562,2022-12-15 00:19:35.313,3040507,,,,,
"Hasegawa, K.",Hasegawa,K.,,,,,2017-05-10 12:54:53.473,2022-12-15 00:19:34.967,3040493,,,,,
"Cagnan, H.",Cagnan,H.,,,,,2017-05-10 12:54:53.28,2024-01-01 23:52:38.072,3040439,0000000394262943,339693754,,,
"Boomsma, H.",Boomsma,H.,,,,,2017-05-10 12:54:53.2,2022-12-15 00:19:33.556,3040431,,,,,
"Breunese, A.P.J.",Breunese,A.P.J.,,,,,2017-05-10 12:54:53.124,2023-09-10 23:55:16.984,3040412,,,,,
"Kunst, Eduard Eelco",Kunst,Eduard Eelco,,,"Kunst, Eelco E.",,2017-05-10 12:54:53.089,2022-12-15 00:19:32.554,3040393,000000039387979X,,,,
"de Wilde, E.G.",de Wilde,E.G.,,,,,2017-05-10 12:54:52.734,2022-12-15 00:19:30.778,3040324,,,,,
"Middelhoek, P.F.A.",Middelhoek,P.F.A.,,,,,2017-05-10 12:54:52.695,2022-12-15 00:19:30.632,3040316,0000000394637944,128037954,,,
"Koper, M.P.",Koper,M.P.,,,,,2017-05-10 12:54:52.252,2023-11-05 23:50:36.072,3040225,,,,,
"Volanschi, A.",Volanschi,A.,,,,,2017-05-10 12:54:51.687,2023-10-01 23:51:36.465,3040116,0000000387481478,152474676,,,
"van Dijk, Kees Joab",van Dijk,Kees Joab,,,,,2017-05-10 12:54:51.511,2024-01-28 23:50:45.736,3040071,0000000502719518,,56727844000,,
"Ikkink, T.J.",Ikkink,T.J.,,,,,2017-05-10 12:54:51.179,2023-08-28 23:52:21.41,3039990,0000000395685171,168132710,,,
"Schaller, Nan",Schaller,Nan,,,,,2017-05-10 12:54:50.927,2022-12-15 00:17:42.803,3039940,,,,,
"Mensink, Clemens",Mensink,Clemens,,,,,2017-05-10 12:54:50.813,2023-01-17 23:56:35.528,3039909,,151403317,,,
"Berkhout, Marco",Berkhout,Marco,,,,,2017-05-10 12:54:50.153,2022-12-15 00:17:38.641,3039728,0000000045909104,152512063,,,
"Borutsky, W.",Borutsky,W.,,,,,2017-05-10 12:54:50.129,2022-12-15 00:17:38.406,3039722,,,,,
"Verloop, A.J.",Verloop,A.J.,,,,,2017-05-10 12:54:50.063,2024-01-08 23:56:32.337,3039700,,,,,
"Busschers, R.",Busschers,R.,,,,,2017-05-10 12:54:49.969,2022-12-17 23:59:28.954,3039694,,,,,
"Apers, Peter Maria Gerardus",Apers,Peter Maria Gerardus,,,,"Apers, Peter M.G.",2017-05-10 12:54:49.909,2024-02-29 23:54:09.397,3039667,0000000115783165,,,,
"Wassink, R.G.V.",Wassink,R.G.V.,,,,,2017-05-10 12:54:49.023,2024-01-01 23:52:32.924,3039407,,,,,
"Klumperink, Eric A.M.",Klumperink,Eric A.M.,https://icd.ewi.utwente.nl/persons/Klumperink/,,,,2017-05-10 12:54:48.861,2024-03-17 23:52:27.556,3039352,000000004462684X,,,,Digital Society Institute | Integrated Circuit Design | MESA+ Institute
"Cotaimich, P.M.",Cotaimich,P.M.,,,,,2017-05-10 12:54:48.581,2022-12-15 00:14:02.627,3039295,,,,,
"Meijerink, Berend Jan",Meijerink,Berend Jan,,,,,2017-05-10 12:54:47.528,2023-09-03 23:58:23.472,3038994,,,,,
"Hofmeijer, T.J.",Hofmeijer,T.J.,,,,,2017-05-10 12:54:47.526,2023-03-15 23:54:19.748,3038989,0000000388093821,270224157,,,
"Folkertsma-Hendriks, Laura",Folkertsma-Hendriks,Laura,https://www.linkedin.com/in/laurafolkertsma/,"Hendriks, Laura","Folkertsma, Laura",,2017-05-10 12:54:47.272,2024-03-07 23:55:53.098,3038905,0000000452515778,,57193793906,,
"Baten, Christian Theodoor Maria",Baten,Christian Theodoor Maria,,,"Baten, Chris T.M.",,2017-05-10 12:54:47.035,2024-03-03 23:58:21.882,3038814,0000000395441599,,6603359921,0000-0003-2678-6438,Biomedical Signals and Systems
"Boode, Antoon Hendrik",Boode,Antoon Hendrik,,,,,2017-05-10 12:54:46.492,2022-12-15 00:13:32.725,3038681,0000000436349415,370488938,,0000-0001-5119-6275,
"Keyer, Cornelis Hendrikus Adrianus",Keyer,Cornelis Hendrikus Adrianus,,,"Keyer, Cees H.A.",,2017-05-10 12:54:45.889,2024-01-17 23:52:32.472,3038520,000000041955680X,,,0000-0002-9744-1093,
"Staijen, Erik",Staijen,Erik,https://www.linkedin.com/in/erikstaijen/ | https://www.researchgate.net/profile/Erik-Staijen,,,,2017-05-10 12:54:45.646,2023-12-18 23:56:09.873,3038454,0000000452629927,393451674,36146359500,0000-0001-8682-4366,
"Dekens, B.H.J.",Dekens,B.H.J.,,,,,2017-05-10 12:54:45.333,2022-12-15 00:12:02.185,3038361,0000000419580463,370365763,,,
"Nene, Anand Vishwanath",Nene,Anand Vishwanath,https://www.linkedin.com/in/anand-nene-a55a92169/,,"Nene, Anand V.",,2017-05-10 12:54:45.138,2024-03-14 00:03:31.398,3038314,0000000389612013,126430411,6603890274,,
"te Riet o g Scholten, Gerben A.",te Riet o g Scholten,Gerben A.,,,,,2017-05-10 12:54:45.127,2024-01-04 23:56:08.275,3038302,0000000512351470,,,,
"Rosien, Michel A.J.",Rosien,Michel A.J.,,,,,2017-05-10 12:54:45.026,2023-10-31 23:56:24.209,3038285,0000000387153810,241232015,,,
"Visser, Peter M.",Visser,Peter M.,,,,,2017-05-10 12:54:44.798,2024-02-11 23:53:23.925,3038225,0000000419439910,314658653,7101761134,,
"van der Zwaag, Berend Jan",van der Zwaag,Berend Jan,,,,,2017-05-10 12:54:44.785,2024-02-05 23:51:21.213,3038213,0000000395839097,,6602831193,0000-0003-0884-5334,Digital Society Institute | Pervasive Systems
"Visser, B.S.",Visser,B.S.,,,,,2017-05-10 12:54:44.436,2022-12-15 00:10:13.434,3038140,,,,,
"Goudeketting, Seline Rachelle",Goudeketting,Seline Rachelle,https://www.linkedin.com/in/selinegoudeketting/ | https://www.researchgate.net/profile/Seline-Goudeketting,,"Goudeketting, Seline R.",,2017-05-10 12:54:44.396,2024-03-05 23:52:58.016,3038131,0000000500796499,,,0000-0003-2565-7482,
"le Breton, J.C.M.H.",le Breton,J.C.M.H.,,,,,2017-05-10 12:54:44.393,2022-12-15 00:09:44.725,3038127,,,,,
"Jansen, Ron",Jansen,Ron,,,,,2017-05-10 12:54:44.286,2024-02-07 23:52:00.126,3038086,000000039278764X,158076664,,,
"Kamperman, Tom",Kamperman,Tom,https://www.linkedin.com/in/tomkamperman/,,,,2017-05-10 12:54:44.232,2024-03-07 23:57:47.834,3038069,0000000131835818,,55598376500,0000-0002-2835-6709,
"te Brinke, Steven",te Brinke,Steven,,,,,2017-05-10 12:54:43.567,2023-12-03 23:54:22.034,3037869,0000000392772202,338998233,,,
"Ymker, Marjanne",Ymker,Marjanne,,,"Den Braber-Ymker, Marjanne",,2017-05-10 12:54:43.335,2023-11-09 23:58:01.66,3037825,0000000494163600,,57189521658,,TechMed Centre | Technical Medicine
"van Rossum, Mathilde Catharina",van Rossum,Mathilde Catharina,,"Hermans, Mathilde C.","van Rossum, Mathilde","van Rossum, Mathilde C.",2017-05-10 12:54:43.148,2024-02-25 23:52:32.795,3037765,0000000502596909,,,0000-0002-1144-3793,Biomedical Signals and Systems
"Feenstra, P.J.",Feenstra,P.J.,,,,,2017-05-10 12:54:42.025,2022-12-15 00:09:00.944,3037488,0000000392217401,288225562,,,
"op den Buijs, J.",op den Buijs,J.,,,,,2017-05-10 12:54:41.7,2023-09-09 23:56:33.955,3037418,0000000396390463,339849711,,,
"Nikoofard, Ali",Nikoofard,Ali,,,,,2017-05-10 12:54:40.931,2022-12-15 00:08:55.785,3037244,,,,,
"Schulze Greiving - Stimberg, Verena Carolin",Schulze Greiving - Stimberg,Verena Carolin,,,"Schulze Greiving-Stimberg, Verena",,2017-05-10 12:54:38.968,2024-02-23 23:53:09.465,3036728,000000038737682X,,,,
"Moonen, Dominicus Johannes Guilielmus",Moonen,Dominicus Johannes Guilielmus,https://publons.com/researcher/3013309/niek-moonen/ | https://scholar.google.nl/citations?user=68ATJLwAAAAJ&hl=nl | https://www.linkedin.com/in/niek-moonen-019a5428/ | https://www.mendeley.com/profiles/niek-moonen2/ | https://www.researchgate.net/profile/Niek_Moonen,,"Moonen, Niek","Moonen, Niek",2017-05-10 12:54:38.793,2024-03-10 23:51:27.646,3036699,0000000502635488,,57045847700,0000-0002-7399-673X,Digital Society Institute | Power Electronics
"van Delft, K.M.",van Delft,K.M.,,,,,2017-05-10 12:54:38.528,2023-10-30 23:51:29.433,3036611,0000000392171298,308187881,,,
"Meuwly, Didier",Meuwly,Didier,https://www.forensicinstitute.nl/research-and-innovation/nfi-professors/didier-meuwly,,,,2017-05-10 12:54:37.942,2024-03-14 00:05:23.528,3036481,0000000037594667,,6504703600,0000-0002-4829-9086,Datamanagement & Biometrics
"van Heerde, H.J.W.",van Heerde,H.J.W.,,,,,2017-05-10 12:54:36.283,2023-12-24 23:56:17.492,3036097,0000000123164591,322849012,,,
"Bouwmeester, E.",Bouwmeester,E.,,,,,2017-05-10 12:54:35.494,2022-12-15 00:04:35.105,3035945,000000038744006X,33802638X,,,
"d'Hollosy, Wendeline",d'Hollosy,Wendeline,https://scholar.google.nl/citations?user=cxfdczcAAAAJ&hl=en | https://twitter.com/wdhollosy | https://www.linkedin.com/in/wdhollosy/ | https://www.researchgate.net/profile/Wendy_Oude_Nijeweme-Dhollosy,,"Oude Nijeweme - d'Hollosy, Wendy","d'Hollosy, Wendy",2017-05-10 12:54:35.195,2024-02-19 23:53:26.963,3035888,000000050263985X,,8212682700,0000-0002-6279-0429,Biomedical Signals and Systems | Digital Society Institute | TechMed Centre
"Fütterer, Johannes Jacobus",Fütterer,Johannes Jacobus,,,,"Fütterer, Jurgen J.",2017-05-10 12:54:34.044,2024-03-18 00:06:14.951,3035595,0000000139669682,,,,Robotics and Mechatronics | TechMed Centre
"Anciaux, N.L.G.",Anciaux,N.L.G.,,,,,2017-05-10 12:54:33.92,2023-12-24 23:53:44.15,3035557,0000000387540853,292403909,,,
"Sadre, Ramin",Sadre,Ramin,,,,,2017-05-10 12:54:33.514,2024-03-11 23:54:28.533,3035461,0000000066902825,310745381,,,
"Arik, Yusuf Bilgehan",Arik,Yusuf Bilgehan,,,"Arik, Yusuf B.",,2017-05-10 12:54:33.427,2024-03-15 23:57:54.775,3035431,000000049548879X,,57189442728,0000-0001-9528-0145,
"Breedveld, Pieter C.",Breedveld,Pieter C.,https://www.linkedin.com/in/peter-breedveld-75a5801/ | https://www.researchgate.net/profile/Peter-Breedveld,,"Breedveld, Peter C.",,2017-05-10 12:54:32.193,2024-02-21 00:03:27.638,3035111,0000000083517574,,7004128936,0000-0002-9109-8722,
"Helthuis, Lambertus J.",Helthuis,Lambertus J.,,,,,2017-05-10 12:54:31.677,2022-12-15 00:02:11.039,3034956,,,,,
"Bakkers, André W.P.",Bakkers,André W.P.,,"Bakkers, A.W.P.",,,2017-05-10 12:54:31.226,2022-12-15 00:02:08.801,3034855,0000000385074852,074254510,,,
"Zhao, Yan ",Zhao,Yan,,,,,2017-05-10 12:54:30.366,2024-03-04 23:54:26.012,3034633,,,57202271185 (+1 more),0000-0002-5866-5932,
